iteration,loss,gradient_norm
875,6832.08961347,2.21319444655
876,6831.89380804,2.21039920674
877,6831.69849679,2.20760998218
878,6831.50367803,2.20482675493
879,6831.30935008,2.20204950712
880,6831.11551128,2.19927822094
881,6830.92215995,2.19651287867
882,6830.72929445,2.19375346264
883,6830.53691312,2.19099995525
884,6830.34501431,2.18825233897
885,6830.1535964,2.18551059633
886,6829.96265775,2.18277470994
887,6829.77219674,2.18004466247
888,6829.58221176,2.17732043665
889,6829.39270119,2.17460201529
890,6829.20366343,2.17188938126
891,6829.0150969,2.16918251749
892,6828.827,2.16648140698
893,6828.63937115,2.16378603278
894,6828.45220877,2.16109637804
895,6828.2655113,2.15841242593
896,6828.07927717,2.15573415972
897,6827.89350483,2.15306156273
898,6827.70819274,2.15039461833
899,6827.52333934,2.14773330998
900,6827.3389431,2.14507762118
901,6827.1550025,2.14242753551
902,6826.97151601,2.13978303659
903,6826.78848211,2.13714410813
904,6826.6058993,2.13451073387
905,6826.42376606,2.13188289765
906,6826.24208091,2.12926058332
907,6826.06084234,2.12664377485
908,6825.88004888,2.12403245622
909,6825.69969905,2.1214266115
910,6825.51979137,2.11882622481
911,6825.34032438,2.11623128033
912,6825.16129661,2.1136417623
913,6824.98270661,2.11105765501
914,6824.80455293,2.10847894284
915,6824.62683413,2.10590561018
916,6824.44954878,2.10333764153
917,6824.27269543,2.1007750214
918,6824.09627267,2.0982177344
919,6823.92027908,2.09566576517
920,6823.74471324,2.09311909842
921,6823.56957375,2.09057771891
922,6823.39485921,2.08804161146
923,6823.22056821,2.08551076095
924,6823.04669937,2.08298515231
925,6822.87325131,2.08046477052
926,6822.70022264,2.07794960065
927,6822.52761199,2.07543962777
928,6822.355418,2.07293483706
929,6822.1836393,2.07043521372
930,6822.01227453,2.06794074301
931,6821.84132235,2.06545141027
932,6821.67078141,2.06296720085
933,6821.50065037,2.0604881002
934,6821.3309279,2.05801409379
935,6821.16161266,2.05554516716
936,6820.99270334,2.0530813059
937,6820.82419861,2.05062249566
938,6820.65609716,2.04816872212
939,6820.48839769,2.04571997104
940,6820.32109889,2.04327622822
941,6820.15419946,2.04083747951
942,6819.98769811,2.03840371082
943,6819.82159356,2.0359749081
944,6819.65588453,2.03355105736
945,6819.49056973,2.03113214466
946,6819.32564791,2.02871815612
947,6819.16111778,2.0263090779
948,6818.99697809,2.0239048962
949,6818.83322759,2.02150559729
950,6818.66986502,2.01911116748
951,6818.50688914,2.01672159314
952,6818.34429871,2.01433686068
953,6818.18209249,2.01195695657
954,6818.02026925,2.0095818673
955,6817.85882777,2.00721157945
956,6817.69776681,2.00484607962
957,6817.53708518,2.00248535448
958,6817.37678165,2.00012939072
959,6817.21685502,1.99777817511
960,6817.05730409,1.99543169444
961,6816.89812766,1.99308993558
962,6816.73932454,1.99075288541
963,6816.58089354,1.98842053088
964,6816.42283348,1.98609285899
965,6816.26514318,1.98376985677
966,6816.10782147,1.98145151131
967,6815.95086717,1.97913780975
968,6815.79427913,1.97682873927
969,6815.63805619,1.97452428709
970,6815.48219718,1.97222444048
971,6815.32670096,1.96992918677
972,6815.17156639,1.96763851331
973,6815.01679232,1.96535240752
974,6814.86237762,1.96307085684
975,6814.70832115,1.96079384878
976,6814.55462178,1.95852137088
977,6814.4012784,1.95625341073
978,6814.24828988,1.95398995596
979,6814.09565511,1.95173099426
980,6813.94337297,1.94947651333
981,6813.79144237,1.94722650095
982,6813.6398622,1.94498094492
983,6813.48863136,1.9427398331
984,6813.33774876,1.94050315338
985,6813.18721332,1.93827089369
986,6813.03702394,1.93604304203
987,6812.88717954,1.93381958641
988,6812.73767906,1.93160051491
989,6812.58852141,1.92938581562
990,6812.43970553,1.92717547671
991,6812.29123037,1.92496948635
992,6812.14309484,1.9227678328
993,6811.99529792,1.92057050432
994,6811.84783853,1.91837748924
995,6811.70071563,1.9161887759
996,6811.55392819,1.91400435272
997,6811.40747515,1.91182420813
998,6811.2613555,1.90964833062
999,6811.11556819,1.90747670871
1000,6810.97011219,1.90530933095
1001,6810.82498649,1.90314618596
1002,6810.68019007,1.90098726237
1003,6810.5357219,1.89883254888
1004,6810.39158099,1.89668203419
1005,6810.24776631,1.89453570708
1006,6810.10427687,1.89239355635
1007,6809.96111167,1.89025557083
1008,6809.81826971,1.88812173941
1009,6809.67575001,1.885992051
1010,6809.53355156,1.88386649456
1011,6809.39167338,1.88174505909
1012,6809.25011451,1.87962773363
1013,6809.10887395,1.87751450724
1014,6808.96795073,1.87540536903
1015,6808.82734389,1.87330030816
1016,6808.68705246,1.8711993138
1017,6808.54707548,1.86910237519
1018,6808.40741199,1.86700948159
1019,6808.26806102,1.86492062228
1020,6808.12902164,1.86283578661
1021,6807.9902929,1.86075496396
1022,6807.85187384,1.85867814372
1023,6807.71376353,1.85660531535
1024,6807.57596104,1.85453646832
1025,6807.43846542,1.85247159216
1026,6807.30127575,1.85041067642
1027,6807.1643911,1.84835371069
1028,6807.02781056,1.8463006846
1029,6806.89153319,1.84425158781
1030,6806.75555808,1.84220641001
1031,6806.61988433,1.84016514094
1032,6806.48451102,1.83812777038
1033,6806.34943724,1.83609428811
1034,6806.21466209,1.83406468399
1035,6806.08018469,1.83203894788
1036,6805.94600412,1.83001706969
1037,6805.81211949,1.82799903936
1038,6805.67852993,1.82598484688
1039,6805.54523453,1.82397448225
1040,6805.41223243,1.82196793552
1041,6805.27952273,1.81996519676
1042,6805.14710458,1.81796625609
1043,6805.01497708,1.81597110366
1044,6804.88313938,1.81397972964
1045,6804.7515906,1.81199212425
1046,6804.62032989,1.81000827774
1047,6804.48935639,1.80802818039
1048,6804.35866923,1.8060518225
1049,6804.22826757,1.80407919443
1050,6804.09815056,1.80211028655
1051,6803.96831735,1.80014508928
1052,6803.83876709,1.79818359305
1053,6803.70949894,1.79622578834
1054,6803.58051207,1.79427166567
1055,6803.45180565,1.79232121556
1056,6803.32337883,1.7903744286
1057,6803.1952308,1.78843129538
1058,6803.06736073,1.78649180654
1059,6802.93976779,1.78455595275
1060,6802.81245117,1.7826237247
1061,6802.68541005,1.78069511312
1062,6802.55864361,1.77877010878
1063,6802.43215106,1.77684870247
1064,6802.30593157,1.774930885
1065,6802.17998435,1.77301664723
1066,6802.0543086,1.77110598004
1067,6801.92890351,1.76919887435
1068,6801.80376829,1.7672953211
1069,6801.67890215,1.76539531127
1070,6801.5543043,1.76349883585
1071,6801.42997395,1.76160588589
1072,6801.30591032,1.75971645245
1073,6801.18211263,1.75783052662
1074,6801.0585801,1.75594809953
1075,6800.93531195,1.75406916233
1076,6800.81230741,1.7521937062
1077,6800.68956571,1.75032172235
1078,6800.56708609,1.74845320202
1079,6800.44486778,1.74658813649
1080,6800.32291002,1.74472651706
1081,6800.20121204,1.74286833504
1082,6800.07977311,1.7410135818
1083,6799.95859245,1.73916224872
1084,6799.83766933,1.73731432721
1085,6799.71700299,1.73546980872
1086,6799.59659269,1.73362868472
1087,6799.47643768,1.7317909467
1088,6799.35653723,1.72995658618
1089,6799.2368906,1.72812559473
1090,6799.11749706,1.72629796392
1091,6798.99835587,1.72447368536
1092,6798.87946631,1.72265275068
1093,6798.76082764,1.72083515156
1094,6798.64243915,1.71902087969
1095,6798.52430011,1.71720992677
1096,6798.40640981,1.71540228455
1097,6798.28876752,1.71359794482
1098,6798.17137255,1.71179689936
1099,6798.05422416,1.70999914
1100,6797.93732166,1.7082046586
1101,6797.82066434,1.70641344703
1102,6797.7042515,1.7046254972
1103,6797.58808243,1.70284080104
1104,6797.47215644,1.70105935051
1105,6797.35647283,1.69928113758
1106,6797.24103091,1.69750615428
1107,6797.12582999,1.69573439264
1108,6797.01086938,1.69396584472
1109,6796.89614839,1.6922005026
1110,6796.78166633,1.6904383584
1111,6796.66742254,1.68867940425
1112,6796.55341633,1.68692363233
1113,6796.43964701,1.68517103481
1114,6796.32611393,1.68342160392
1115,6796.2128164,1.68167533189
1116,6796.09975377,1.67993221098
1117,6795.98692535,1.6781922335
1118,6795.87433049,1.67645539173
1119,6795.76196852,1.67472167804
1120,6795.64983879,1.67299108478
1121,6795.53794063,1.67126360433
1122,6795.4262734,1.66953922911
1123,6795.31483644,1.66781795156
1124,6795.20362909,1.66609976413
1125,6795.09265072,1.66438465931
1126,6794.98190067,1.66267262961
1127,6794.8713783,1.66096366756
1128,6794.76108296,1.65925776571
1129,6794.65101403,1.65755491665
1130,6794.54117086,1.65585511297
1131,6794.43155281,1.65415834732
1132,6794.32215927,1.65246461233
1133,6794.21298958,1.65077390067
1134,6794.10404313,1.64908620505
1135,6793.9953193,1.64740151819
1136,6793.88681744,1.64571983283
1137,6793.77853696,1.64404114173
1138,6793.67047721,1.64236543769
1139,6793.5626376,1.64069271351
1140,6793.4550175,1.63902296202
1141,6793.3476163,1.6373561761
1142,6793.24043338,1.63569234861
1143,6793.13346815,1.63403147246
1144,6793.02671999,1.63237354057
1145,6792.92018829,1.63071854588
1146,6792.81387247,1.62906648137
1147,6792.7077719,1.62741734003
1148,6792.60188601,1.62577111487
1149,6792.49621418,1.62412779893
1150,6792.39075583,1.62248738525
1151,6792.28551037,1.62084986692
1152,6792.18047719,1.61921523704
1153,6792.07565573,1.61758348873
1154,6791.97104538,1.61595461513
1155,6791.86664557,1.61432860941
1156,6791.76245571,1.61270546475
1157,6791.65847522,1.61108517436
1158,6791.55470353,1.60946773146
1159,6791.45114006,1.60785312931
1160,6791.34778423,1.60624136118
1161,6791.24463548,1.60463242035
1162,6791.14169322,1.60302630014
1163,6791.0389569,1.60142299387
1164,6790.93642595,1.59982249491
1165,6790.8340998,1.59822479663
1166,6790.73197789,1.59662989242
1167,6790.63005966,1.59503777569
1168,6790.52834455,1.59344843988
1169,6790.426832,1.59186187845
1170,6790.32552147,1.59027808487
1171,6790.22441239,1.58869705263
1172,6790.12350421,1.58711877525
1173,6790.02279639,1.58554324627
1174,6789.92228838,1.58397045924
1175,6789.82197963,1.58240040774
1176,6789.7218696,1.58083308536
1177,6789.62195775,1.57926848571
1178,6789.52224353,1.57770660244
1179,6789.42272641,1.57614742918
1180,6789.32340586,1.57459095962
1181,6789.22428133,1.57303718745
1182,6789.1253523,1.57148610638
1183,6789.02661823,1.56993771014
1184,6788.9280786,1.56839199248
1185,6788.82973287,1.56684894716
1186,6788.73158053,1.56530856798
1187,6788.63362104,1.56377084875
1188,6788.53585389,1.56223578328
1189,6788.43827855,1.56070336543
1190,6788.34089451,1.55917358905
1191,6788.24370125,1.55764644803
1192,6788.14669825,1.55612193627
1193,6788.04988501,1.55460004768
1194,6787.953261,1.55308077621
1195,6787.85682572,1.5515641158
1196,6787.76057867,1.55005006044
1197,6787.66451932,1.54853860411
1198,6787.56864719,1.54702974082
1199,6787.47296176,1.54552346461
1200,6787.37746254,1.54401976951
1201,6787.28214902,1.54251864959
1202,6787.18702071,1.54102009894
1203,6787.09207711,1.53952411165
1204,6786.99731772,1.53803068184
1205,6786.90274205,1.53653980365
1206,6786.80834962,1.53505147122
1207,6786.71413992,1.53356567873
1208,6786.62011247,1.53208242037
1209,6786.52626679,1.53060169033
1210,6786.43260239,1.52912348285
1211,6786.33911879,1.52764779216
1212,6786.24581549,1.52617461251
1213,6786.15269203,1.52470393819
1214,6786.05974793,1.52323576348
1215,6785.9669827,1.52177008269
1216,6785.87439587,1.52030689014
1217,6785.78198697,1.51884618018
1218,6785.68975553,1.51738794717
1219,6785.59770107,1.51593218548
1220,6785.50582312,1.51447888949
1221,6785.41412123,1.51302805363
1222,6785.32259491,1.51157967231
1223,6785.2312437,1.51013373998
1224,6785.14006715,1.5086902511
1225,6785.04906479,1.50724920013
1226,6784.95823616,1.50581058157
1227,6784.8675808,1.50437438993
1228,6784.77709826,1.50294061973
1229,6784.68678807,1.50150926551
1230,6784.59664978,1.50008032182
1231,6784.50668295,1.49865378324
1232,6784.41688712,1.49722964435
1233,6784.32726184,1.49580789975
1234,6784.23780665,1.49438854407
1235,6784.14852113,1.49297157193
1236,6784.05940481,1.491556978
1237,6783.97045726,1.49014475693
1238,6783.88167803,1.48873490341
1239,6783.79306668,1.48732741214
1240,6783.70462277,1.48592227782
1241,6783.61634586,1.48451949519
1242,6783.52823553,1.48311905898
1243,6783.44029132,1.48172096396
1244,6783.35251281,1.48032520491
1245,6783.26489956,1.4789317766
1246,6783.17745115,1.47754067385
1247,6783.09016714,1.47615189148
1248,6783.0030471,1.47476542432
1249,6782.91609061,1.47338126721
1250,6782.82929725,1.47199941503
1251,6782.74266658,1.47061986265
1252,6782.65619818,1.46924260496
1253,6782.56989164,1.46786763689
1254,6782.48374653,1.46649495334
1255,6782.39776243,1.46512454926
1256,6782.31193893,1.4637564196
1257,6782.22627561,1.46239055933
1258,6782.14077205,1.46102696343
1259,6782.05542785,1.45966562689
1260,6781.97024258,1.45830654473
1261,6781.88521584,1.45694971197
1262,6781.80034722,1.45559512366
1263,6781.71563631,1.45424277484
1264,6781.63108271,1.45289266058
1265,6781.546686,1.45154477596
1266,6781.46244578,1.45019911609
1267,6781.37836165,1.44885567607
1268,6781.29443321,1.44751445102
1269,6781.21066006,1.44617543608
1270,6781.1270418,1.44483862641
1271,6781.04357802,1.44350401717
1272,6780.96026834,1.44217160353
1273,6780.87711236,1.4408413807
1274,6780.79410968,1.43951334388
1275,6780.71125992,1.43818748828
1276,6780.62856267,1.43686380915
1277,6780.54601755,1.43554230173
1278,6780.46362416,1.43422296128
1279,6780.38138213,1.43290578308
1280,6780.29929107,1.43159076241
1281,6780.21735058,1.43027789458
1282,6780.13556028,1.42896717489
1283,6780.0539198,1.42765859869
1284,6779.97242875,1.4263521613
1285,6779.89108674,1.42504785808
1286,6779.80989341,1.4237456844
1287,6779.72884836,1.42244563564
1288,6779.64795123,1.42114770719
1289,6779.56720164,1.41985189446
1290,6779.4865992,1.41855819287
1291,6779.40614356,1.41726659785
1292,6779.32583433,1.41597710484
1293,6779.24567115,1.4146897093
1294,6779.16565365,1.4134044067
1295,6779.08578145,1.41212119253
1296,6779.00605418,1.41084006228
1297,6778.92647149,1.40956101145
1298,6778.84703301,1.40828403558
1299,6778.76773837,1.40700913018
1300,6778.6885872,1.40573629081
1301,6778.60957916,1.40446551303
1302,6778.53071387,1.40319679241
1303,6778.45199097,1.40193012452
1304,6778.37341011,1.40066550496
1305,6778.29497093,1.39940292935
1306,6778.21667308,1.3981423933
1307,6778.13851619,1.39688389244
1308,6778.06049991,1.39562742241
1309,6777.9826239,1.39437297887
1310,6777.90488779,1.3931205575
1311,6777.82729124,1.39187015396
1312,6777.7498339,1.39062176396
1313,6777.67251541,1.38937538318
1314,6777.59533544,1.38813100736
1315,6777.51829363,1.38688863222
1316,6777.44138964,1.38564825349
1317,6777.36462312,1.38440986693
1318,6777.28799373,1.3831734683
1319,6777.21150113,1.38193905337
1320,6777.13514498,1.38070661793
1321,6777.05892493,1.37947615778
1322,6776.98284066,1.37824766872
1323,6776.9068918,1.37702114658
1324,6776.83107805,1.37579658719
1325,6776.75539904,1.37457398639
1326,6776.67985446,1.37335334003
1327,6776.60444396,1.37213464399
1328,6776.52916722,1.37091789413
1329,6776.4540239,1.36970308635
1330,6776.37901367,1.36849021655
1331,6776.3041362,1.36727928064
1332,6776.22939116,1.36607027454
1333,6776.15477823,1.36486319418
1334,6776.08029707,1.36365803551
1335,6776.00594736,1.36245479448
1336,6775.93172878,1.36125346706
1337,6775.857641,1.36005404922
1338,6775.7836837,1.35885653696
1339,6775.70985655,1.35766092627
1340,6775.63615925,1.35646721317
1341,6775.56259145,1.35527539366
1342,6775.48915286,1.35408546379
1343,6775.41584314,1.3528974196
1344,6775.34266198,1.35171125714
1345,6775.26960907,1.35052697246
1346,6775.19668409,1.34934456166
1347,6775.12388673,1.3481640208
1348,6775.05121666,1.34698534599
1349,6774.97867359,1.34580853333
1350,6774.9062572,1.34463357894
1351,6774.83396717,1.34346047894
1352,6774.76180321,1.34228922947
1353,6774.68976499,1.34111982668
1354,6774.61785222,1.33995226673
1355,6774.54606458,1.33878654578
1356,6774.47440177,1.33762266001
1357,6774.40286349,1.33646060561
1358,6774.33144943,1.33530037877
1359,6774.26015929,1.33414197571
1360,6774.18899276,1.33298539265
1361,6774.11794955,1.33183062581
1362,6774.04702935,1.33067767144
1363,6773.97623187,1.32952652578
1364,6773.90555681,1.32837718508
1365,6773.83500386,1.32722964563
1366,6773.76457274,1.32608390369
1367,6773.69426314,1.32493995557
1368,6773.62407478,1.32379779754
1369,6773.55400735,1.32265742593
1370,6773.48406057,1.32151883705
1371,6773.41423414,1.32038202723
1372,6773.34452777,1.31924699281
1373,6773.27494117,1.31811373013
1374,6773.20547405,1.31698223555
1375,6773.13612613,1.31585250543
1376,6773.06689711,1.31472453616
1377,6772.9977867,1.31359832412
1378,6772.92879462,1.3124738657
1379,6772.85992059,1.31135115731
1380,6772.79116432,1.31023019537
1381,6772.72252553,1.30911097628
1382,6772.65400393,1.3079934965
1383,6772.58559925,1.30687775245
1384,6772.51731119,1.3057637406
1385,6772.44913949,1.3046514574
1386,6772.38108385,1.30354089932
1387,6772.31314401,1.30243206285
1388,6772.24531968,1.30132494446
1389,6772.17761059,1.30021954067
1390,6772.11001646,1.29911584796
1391,6772.04253702,1.29801386287
1392,6771.97517199,1.29691358192
1393,6771.9079211,1.29581500163
1394,6771.84078407,1.29471811856
1395,6771.77376063,1.29362292925
1396,6771.70685052,1.29252943027
1397,6771.64005345,1.29143761818
1398,6771.57336917,1.29034748957
1399,6771.5067974,1.28925904103
1400,6771.44033787,1.28817226914
1401,6771.37399032,1.28708717051
1402,6771.30775448,1.28600374177
1403,6771.24163008,1.28492197952
1404,6771.17561686,1.28384188041
1405,6771.10971456,1.28276344108
1406,6771.04392291,1.28168665816
1407,6770.97824165,1.28061152833
1408,6770.91267051,1.27953804825
1409,6770.84720924,1.27846621458
1410,6770.78185757,1.27739602402
1411,6770.71661525,1.27632747326
1412,6770.65148202,1.275260559
1413,6770.58645762,1.27419527794
1414,6770.52154178,1.27313162681
1415,6770.45673426,1.27206960232
1416,6770.3920348,1.27100920122
1417,6770.32744315,1.26995042025
1418,6770.26295904,1.26889325615
1419,6770.19858223,1.26783770569
1420,6770.13431246,1.26678376564
1421,6770.07014948,1.26573143276
1422,6770.00609304,1.26468070385
1423,6769.94214289,1.2636315757
1424,6769.87829878,1.2625840451
1425,6769.81456046,1.26153810886
1426,6769.75092767,1.26049376381
1427,6769.68740019,1.25945100676
1428,6769.62397774,1.25840983456
1429,6769.5606601,1.25737024403
1430,6769.49744701,1.25633223203
1431,6769.43433823,1.25529579542
1432,6769.37133351,1.25426093106
1433,6769.30843262,1.25322763582
1434,6769.2456353,1.25219590658
1435,6769.18294132,1.25116574024
1436,6769.12035044,1.25013713369
1437,6769.05786241,1.24911008382
1438,6768.99547699,1.24808458757
1439,6768.93319395,1.24706064184
1440,6768.87101305,1.24603824356
1441,6768.80893404,1.24501738967
1442,6768.74695669,1.24399807711
1443,6768.68508077,1.24298030283
1444,6768.62330604,1.24196406379
1445,6768.56163226,1.24094935696
1446,6768.50005919,1.23993617931
1447,6768.43858662,1.23892452782
1448,6768.37721429,1.23791439948
1449,6768.31594198,1.23690579128
1450,6768.25476946,1.23589870024
1451,6768.1936965,1.23489312336
1452,6768.13272286,1.23388905766
1453,6768.07184832,1.23288650016
1454,6768.01107264,1.23188544791
1455,6767.9503956,1.23088589794
1456,6767.88981697,1.22988784729
1457,6767.82933653,1.22889129304
1458,6767.76895403,1.22789623223
1459,6767.70866927,1.22690266194
1460,6767.64848201,1.22591057925
1461,6767.58839204,1.22491998124
1462,6767.52839911,1.22393086501
1463,6767.46850302,1.22294322765
1464,6767.40870354,1.22195706627
1465,6767.34900045,1.22097237799
1466,6767.28939352,1.21998915992
1467,6767.22988254,1.2190074092
1468,6767.17046728,1.21802712296
1469,6767.11114752,1.21704829833
1470,6767.05192306,1.21607093248
1471,6766.99279365,1.21509502256
1472,6766.9337591,1.21412056572
1473,6766.87481918,1.21314755915
1474,6766.81597368,1.21217600001
1475,6766.75722238,1.2112058855
1476,6766.69856506,1.2102372128
1477,6766.64000151,1.20926997911
1478,6766.58153152,1.20830418164
1479,6766.52315487,1.20733981759
1480,6766.46487134,1.2063768842
1481,6766.40668074,1.20541537868
1482,6766.34858284,1.20445529826
1483,6766.29057743,1.20349664019
1484,6766.23266431,1.2025394017
1485,6766.17484326,1.20158358006
1486,6766.11711408,1.20062917252
1487,6766.05947655,1.19967617635
1488,6766.00193047,1.19872458882
1489,6765.94447563,1.19777440722
1490,6765.88711182,1.19682562881
1491,6765.82983884,1.19587825091
1492,6765.77265648,1.1949322708
1493,6765.71556453,1.19398768579
1494,6765.65856279,1.1930444932
1495,6765.60165106,1.19210269035
1496,6765.54482913,1.19116227455
1497,6765.48809681,1.19022324315
1498,6765.43145387,1.18928559347
1499,6765.37490014,1.18834932287
1500,6765.3184354,1.1874144287
1501,6765.26205945,1.1864809083
1502,6765.2057721,1.18554875906
1503,6765.14957314,1.18461797833
1504,6765.09346237,1.18368856349
1505,6765.0374396,1.18276051193
1506,6764.98150463,1.18183382103
1507,6764.92565725,1.1809084882
1508,6764.86989729,1.17998451083
1509,6764.81422453,1.17906188633
1510,6764.75863878,1.17814061212
1511,6764.70313985,1.17722068561
1512,6764.64772753,1.17630210424
1513,6764.59240165,1.17538486543
1514,6764.537162,1.17446896662
1515,6764.48200839,1.17355440526
1516,6764.42694064,1.17264117881
1517,6764.37195853,1.17172928471
1518,6764.31706189,1.17081872044
1519,6764.26225053,1.16990948345
1520,6764.20752425,1.16900157124
1521,6764.15288286,1.16809498127
1522,6764.09832618,1.16718971104
1523,6764.04385401,1.16628575803
1524,6763.98946617,1.16538311976
1525,6763.93516247,1.16448179372
1526,6763.88094272,1.16358177743
1527,6763.82680674,1.1626830684
1528,6763.77275433,1.16178566416
1529,6763.71878532,1.16088956223
1530,6763.66489951,1.15999476016
1531,6763.61109673,1.15910125548
1532,6763.55737679,1.15820904574
1533,6763.5037395,1.15731812848
1534,6763.45018469,1.15642850128
1535,6763.39671216,1.15554016169
1536,6763.34332174,1.15465310729
1537,6763.29001325,1.15376733564
1538,6763.2367865,1.15288284434
1539,6763.18364132,1.15199963096
1540,6763.13057751,1.1511176931
1541,6763.07759491,1.15023702837
1542,6763.02469334,1.14935763435
1543,6762.97187261,1.14847950867
1544,6762.91913255,1.14760264893
1545,6762.86647297,1.14672705277
1546,6762.81389371,1.1458527178
1547,6762.76139459,1.14497964165
1548,6762.70897542,1.14410782197
1549,6762.65663603,1.1432372564
1550,6762.60437626,1.14236794259
1551,6762.55219591,1.14149987819
1552,6762.50009483,1.14063306086
1553,6762.44807282,1.13976748826
1554,6762.39612973,1.13890315807
1555,6762.34426538,1.13804006797
1556,6762.29247959,1.13717821563
1557,6762.2407722,1.13631759874
1558,6762.18914302,1.13545821499
1559,6762.1375919,1.13460006209
1560,6762.08611866,1.13374313773
1561,6762.03472312,1.13288743962
1562,6761.98340513,1.13203296548
1563,6761.9321645,1.13117971302
1564,6761.88100108,1.13032767998
1565,6761.82991469,1.12947686407
1566,6761.77890517,1.12862726304
1567,6761.72797234,1.12777887463
1568,6761.67711605,1.12693169657
1569,6761.62633611,1.12608572662
1570,6761.57563238,1.12524096255
1571,6761.52500468,1.12439740209
1572,6761.47445284,1.12355504304
1573,6761.42397671,1.12271388315
1574,6761.37357612,1.1218739202
1575,6761.3232509,1.12103515197
1576,6761.27300089,1.12019757625
1577,6761.22282592,1.11936119084
1578,6761.17272585,1.11852599352
1579,6761.12270049,1.11769198211
1580,6761.0727497,1.1168591544
1581,6761.0228733,1.11602750821
1582,6760.97307114,1.11519704136
1583,6760.92334307,1.11436775167
1584,6760.87368891,1.11353963697
1585,6760.82410851,1.11271269509
1586,6760.7746017,1.11188692386
1587,6760.72516834,1.11106232113
1588,6760.67580826,1.11023888474
1589,6760.62652131,1.10941661255
1590,6760.57730732,1.10859550242
1591,6760.52816615,1.1077755522
1592,6760.47909762,1.10695675976
1593,6760.4301016,1.10613912298
1594,6760.38117791,1.10532263972
1595,6760.33232642,1.10450730788
1596,6760.28354695,1.10369312533
1597,6760.23483936,1.10288008998
1598,6760.18620349,1.1020681997
1599,6760.13763919,1.10125745241
1600,6760.0891463,1.10044784601
1601,6760.04072468,1.09963937841
1602,6759.99237417,1.09883204752
1603,6759.94409462,1.09802585127
1604,6759.89588587,1.09722078758
1605,6759.84774778,1.09641685437
1606,6759.79968019,1.09561404958
1607,6759.75168295,1.09481237115
1608,6759.70375592,1.09401181702
1609,6759.65589894,1.09321238513
1610,6759.60811186,1.09241407345
1611,6759.56039454,1.09161687993
1612,6759.51274683,1.09082080253
1613,6759.46516857,1.09002583921
1614,6759.41765963,1.08923198794
1615,6759.37021985,1.08843924671
1616,6759.32284908,1.08764761349
1617,6759.27554719,1.08685708626
1618,6759.22831402,1.08606766302
1619,6759.18114943,1.08527934176
1620,6759.13405327,1.08449212046
1621,6759.0870254,1.08370599715
1622,6759.04006567,1.08292096982
1623,6758.99317393,1.08213703649
1624,6758.94635006,1.08135419516
1625,6758.89959389,1.08057244387
1626,6758.85290529,1.07979178063
1627,6758.80628412,1.07901220348
1628,6758.75973023,1.07823371045
1629,6758.71324348,1.07745629957
1630,6758.66682373,1.0766799689
1631,6758.62047083,1.07590471646
1632,6758.57418466,1.07513054033
1633,6758.52796506,1.07435743854
1634,6758.48181189,1.07358540917
1635,6758.43572502,1.07281445027
1636,6758.38970431,1.07204455991
1637,6758.34374962,1.07127573617
1638,6758.2978608,1.07050797712
1639,6758.25203773,1.06974128085
1640,6758.20628025,1.06897564543
1641,6758.16058824,1.06821106897
1642,6758.11496156,1.06744754954
1643,6758.06940007,1.06668508526
1644,6758.02390364,1.06592367422
1645,6757.97847212,1.06516331453
1646,6757.93310538,1.0644040043
1647,6757.88780329,1.06364574165
1648,6757.84256571,1.06288852469
1649,6757.79739251,1.06213235154
1650,6757.75228355,1.06137722035
1651,6757.70723869,1.06062312922
1652,6757.66225781,1.05987007631
1653,6757.61734077,1.05911805975
1654,6757.57248744,1.05836707769
1655,6757.52769768,1.05761712827
1656,6757.48297137,1.05686820964
1657,6757.43830836,1.05612031997
1658,6757.39370853,1.05537345741
1659,6757.34917175,1.05462762012
1660,6757.30469789,1.05388280628
1661,6757.26028681,1.05313901405
1662,6757.21593839,1.05239624161
1663,6757.17165249,1.05165448715
1664,6757.12742898,1.05091374884
1665,6757.08326775,1.05017402488
1666,6757.03916865,1.04943531345
1667,6756.99513155,1.04869761276
1668,6756.95115634,1.047960921
1669,6756.90724288,1.04722523638
1670,6756.86339104,1.0464905571
1671,6756.8196007,1.04575688137
1672,6756.77587173,1.04502420742
1673,6756.732204,1.04429253346
1674,6756.68859739,1.04356185772
1675,6756.64505176,1.04283217841
1676,6756.60156701,1.04210349378
1677,6756.55814299,1.04137580206
1678,6756.51477958,1.04064910149
1679,6756.47147667,1.03992339031
1680,6756.42823412,1.03919866676
1681,6756.38505181,1.0384749291
1682,6756.34192961,1.03775217558
1683,6756.29886741,1.03703040446
1684,6756.25586508,1.036309614
1685,6756.2129225,1.03558980246
1686,6756.17003954,1.03487096812
1687,6756.12721608,1.03415310925
1688,6756.08445201,1.03343622412
1689,6756.04174719,1.03272031102
1690,6755.99910151,1.03200536823
1691,6755.95651484,1.03129139403
1692,6755.91398708,1.03057838673
1693,6755.87151808,1.0298663446
1694,6755.82910774,1.02915526596
1695,6755.78675594,1.0284451491
1696,6755.74446255,1.02773599233
1697,6755.70222746,1.02702779397
1698,6755.66005055,1.02632055232
1699,6755.61793169,1.0256142657
1700,6755.57587078,1.02490893243
1701,6755.53386768,1.02420455084
1702,6755.4919223,1.02350111925
1703,6755.4500345,1.022798636
1704,6755.40820417,1.02209709942
1705,6755.36643119,1.02139650784
