iteration,loss,gradient_norm
564,6929.67503037,3.50334941388
565,6929.18451742,3.49728084034
566,6928.69570186,3.49122979614
567,6928.20857585,3.48519621225
568,6927.72313162,3.47918001996
569,6927.23936142,3.47318115092
570,6926.75725755,3.46719953709
571,6926.27681236,3.46123511078
572,6925.79801824,3.45528780463
573,6925.32086762,3.44935755159
574,6924.84535298,3.44344428497
575,6924.37146683,3.43754793839
576,6923.89920173,3.43166844577
577,6923.42855029,3.42580574139
578,6922.95950515,3.41995975982
579,6922.49205899,3.41413043597
580,6922.02620455,3.40831770504
581,6921.56193459,3.40252150258
582,6921.09924191,3.39674176441
583,6920.63811937,3.39097842669
584,6920.17855985,3.38523142588
585,6919.72055628,3.37950069875
586,6919.26410164,3.37378618235
587,6918.80918892,3.36808781407
588,6918.35581118,3.36240553158
589,6917.90396149,3.35673927285
590,6917.45363299,3.35108897615
591,6917.00481883,3.34545458005
592,6916.55751222,3.33983602341
593,6916.11170638,3.33423324539
594,6915.66739461,3.32864618541
595,6915.2245702,3.32307478323
596,6914.78322651,3.31751897886
597,6914.34335692,3.3119787126
598,6913.90495487,3.30645392505
599,6913.4680138,3.30094455707
600,6913.03252721,3.29545054983
601,6912.59848863,3.28997184475
602,6912.16589164,3.28450838354
603,6911.73472982,3.27906010819
604,6911.30499683,3.27362696097
605,6910.87668632,3.2682088844
606,6910.44979201,3.26280582129
607,6910.02430765,3.25741771471
608,6909.60022699,3.25204450802
609,6909.17754386,3.24668614481
610,6908.7562521,3.24134256896
611,6908.33634558,3.23601372462
612,6907.91781822,3.23069955619
613,6907.50066396,3.22540000832
614,6907.08487677,3.22011502594
615,6906.67045066,3.21484455423
616,6906.25737968,3.20958853862
617,6905.8456579,3.20434692481
618,6905.43527942,3.19911965874
619,6905.02623839,3.19390668662
620,6904.61852897,3.18870795487
621,6904.21214536,3.18352341021
622,6903.8070818,3.17835299958
623,6903.40333255,3.17319667018
624,6903.00089191,3.16805436943
625,6902.5997542,3.16292604502
626,6902.19991377,3.15781164488
627,6901.80136501,3.15271111716
628,6901.40410234,3.14762441028
629,6901.00812021,3.14255147288
630,6900.61341308,3.13749225384
631,6900.21997547,3.13244670228
632,6899.82780191,3.12741476754
633,6899.43688696,3.12239639922
634,6899.04722521,3.11739154713
635,6898.6588113,3.11240016132
636,6898.27163986,3.10742219207
637,6897.88570558,3.10245758989
638,6897.50100316,3.0975063055
639,6897.11752734,3.09256828987
640,6896.73527289,3.08764349418
641,6896.35423458,3.08273186984
642,6895.97440725,3.07783336848
643,6895.59578573,3.07294794195
644,6895.2183649,3.06807554232
645,6894.84213966,3.06321612188
646,6894.46710494,3.05836963314
647,6894.09325568,3.05353602882
648,6893.72058688,3.04871526186
649,6893.34909353,3.04390728541
650,6892.97877067,3.03911205284
651,6892.60961336,3.03432951773
652,6892.24161668,3.02955963385
653,6891.87477574,3.02480235522
654,6891.50908569,3.02005763603
655,6891.14454167,3.0153254307
656,6890.78113888,3.01060569384
657,6890.41887253,3.00589838029
658,6890.05773785,3.00120344506
659,6889.69773011,2.9965208434
660,6889.33884459,2.99185053072
661,6888.9810766,2.98719246267
662,6888.62442149,2.98254659509
663,6888.2688746,2.97791288399
664,6887.91443132,2.97329128561
665,6887.56108706,2.96868175637
666,6887.20883725,2.96408425291
667,6886.85767734,2.95949873202
668,6886.50760281,2.95492515073
669,6886.15860916,2.95036346623
670,6885.81069193,2.94581363591
671,6885.46384664,2.94127561737
672,6885.11806888,2.93674936836
673,6884.77335423,2.93223484686
674,6884.42969832,2.92773201101
675,6884.08709678,2.92324081915
676,6883.74554528,2.9187612298
677,6883.40503948,2.91429320165
678,6883.06557511,2.90983669361
679,6882.72714788,2.90539166474
680,6882.38975354,2.90095807429
681,6882.05338787,2.8965358817
682,6881.71804666,2.89212504658
683,6881.38372571,2.88772552873
684,6881.05042087,2.88333728811
685,6880.71812798,2.87896028487
686,6880.38684294,2.87459447933
687,6880.05656162,2.87023983199
688,6879.72727996,2.86589630353
689,6879.39899389,2.86156385479
690,6879.07169936,2.85724244678
691,6878.74539237,2.8529320407
692,6878.4200689,2.84863259791
693,6878.09572499,2.84434407994
694,6877.77235666,2.84006644849
695,6877.44995998,2.83579966542
696,6877.12853104,2.83154369276
697,6876.80806592,2.82729849273
698,6876.48856076,2.82306402769
699,6876.17001168,2.81884026016
700,6875.85241484,2.81462715285
701,6875.53576643,2.8104246686
702,6875.22006264,2.80623277045
703,6874.90529968,2.80205142156
704,6874.59147379,2.79788058529
705,6874.27858123,2.79372022513
706,6873.96661825,2.78957030475
707,6873.65558116,2.78543078796
708,6873.34546626,2.78130163874
709,6873.03626988,2.77718282122
710,6872.72798837,2.77307429969
711,6872.42061808,2.76897603859
712,6872.11415539,2.76488800252
713,6871.80859672,2.76081015622
714,6871.50393847,2.75674246461
715,6871.20017708,2.75268489272
716,6870.897309,2.74863740578
717,6870.5953307,2.74459996914
718,6870.29423867,2.74057254829
719,6869.99402942,2.7365551089
720,6869.69469945,2.73254761677
721,6869.39624532,2.72855003784
722,6869.09866357,2.72456233821
723,6868.80195079,2.72058448412
724,6868.50610355,2.71661644196
725,6868.21111847,2.71265817826
726,6867.91699217,2.70870965969
727,6867.62372129,2.70477085307
728,6867.33130247,2.70084172536
729,6867.0397324,2.69692224366
730,6866.74900777,2.69301237521
731,6866.45912526,2.6891120874
732,6866.17008161,2.68522134774
733,6865.88187356,2.68134012389
734,6865.59449784,2.67746838365
735,6865.30795124,2.67360609495
736,6865.02223053,2.66975322587
737,6864.73733251,2.66590974462
738,6864.453254,2.66207561953
739,6864.16999183,2.65825081908
740,6863.88754283,2.65443531188
741,6863.60590388,2.65062906669
742,6863.32507184,2.64683205236
743,6863.04504361,2.64304423792
744,6862.76581609,2.6392655925
745,6862.4873862,2.63549608537
746,6862.20975087,2.63173568593
747,6861.93290706,2.62798436371
748,6861.65685173,2.62424208838
749,6861.38158186,2.62050882971
750,6861.10709443,2.61678455762
751,6860.83338647,2.61306924215
752,6860.56045498,2.60936285347
753,6860.28829701,2.60566536187
754,6860.0169096,2.60197673777
755,6859.74628983,2.59829695171
756,6859.47643476,2.59462597434
757,6859.20734149,2.59096377648
758,6858.93900712,2.58731032901
759,6858.67142878,2.58366560298
760,6858.40460359,2.58002956954
761,6858.13852871,2.57640219996
762,6857.87320129,2.57278346565
763,6857.60861851,2.5691733381
764,6857.34477755,2.56557178897
765,6857.08167561,2.56197878999
766,6856.81930991,2.55839431304
767,6856.55767767,2.55481833011
768,6856.29677613,2.55125081329
769,6856.03660255,2.54769173482
770,6855.77715419,2.54414106701
771,6855.51842832,2.54059878233
772,6855.26042224,2.53706485334
773,6855.00313326,2.53353925271
774,6854.74655868,2.53002195323
775,6854.49069584,2.52651292782
776,6854.23554207,2.52301214949
777,6853.98109474,2.51951959136
778,6853.7273512,2.51603522668
779,6853.47430884,2.51255902879
780,6853.22196504,2.50909097115
781,6852.9703172,2.50563102734
782,6852.71936275,2.50217917103
783,6852.46909911,2.49873537601
784,6852.21952371,2.49529961617
785,6851.97063401,2.49187186551
786,6851.72242747,2.48845209815
787,6851.47490156,2.4850402883
788,6851.22805377,2.48163641028
789,6850.98188159,2.47824043852
790,6850.73638253,2.47485234755
791,6850.49155412,2.471472112
792,6850.24739388,2.46809970662
793,6850.00389935,2.46473510624
794,6849.7610681,2.46137828581
795,6849.51889768,2.45802922039
796,6849.27738568,2.45468788512
797,6849.03652967,2.45135425525
798,6848.79632726,2.44802830613
799,6848.55677607,2.44471001323
800,6848.31787369,2.44139935208
801,6848.07961778,2.43809629835
802,6847.84200597,2.43480082778
803,6847.60503591,2.43151291622
804,6847.36870527,2.42823253963
805,6847.13301173,2.42495967404
806,6846.89795296,2.4216942956
807,6846.66352666,2.41843638055
808,6846.42973053,2.41518590523
809,6846.1965623,2.41194284606
810,6845.96401969,2.40870717957
811,6845.73210044,2.40547888238
812,6845.50080229,2.40225793121
813,6845.270123,2.39904430287
814,6845.04006033,2.39583797426
815,6844.81061207,2.39263892237
816,6844.581776,2.3894471243
817,6844.35354992,2.38626255723
818,6844.12593164,2.38308519843
819,6843.89891897,2.37991502525
820,6843.67250974,2.37675201517
821,6843.44670178,2.37359614572
822,6843.22149294,2.37044739453
823,6842.99688109,2.36730573934
824,6842.77286407,2.36417115795
825,6842.54943978,2.36104362827
826,6842.32660608,2.3579231283
827,6842.10436089,2.3548096361
828,6841.88270209,2.35170312985
829,6841.6616276,2.34860358779
830,6841.44113535,2.34551098828
831,6841.22122326,2.34242530973
832,6841.00188928,2.33934653066
833,6840.78313135,2.33627462967
834,6840.56494743,2.33320958543
835,6840.34733549,2.33015137672
836,6840.13029351,2.3270999824
837,6839.91381947,2.32405538138
838,6839.69791137,2.3210175527
839,6839.48256721,2.31798647546
840,6839.26778499,2.31496212884
841,6839.05356275,2.3119444921
842,6838.83989852,2.30893354461
843,6838.62679032,2.30592926578
844,6838.4142362,2.30293163513
845,6838.20223423,2.29994063226
846,6837.99078247,2.29695623684
847,6837.77987898,2.29397842862
848,6837.56952185,2.29100718743
849,6837.35970916,2.28804249319
850,6837.15043902,2.28508432588
851,6836.94170953,2.28213266558
852,6836.73351881,2.27918749244
853,6836.52586497,2.27624878668
854,6836.31874615,2.27331652861
855,6836.11216049,2.2703906986
856,6835.90610612,2.26747127712
857,6835.70058122,2.26455824469
858,6835.49558393,2.26165158193
859,6835.29111244,2.25875126952
860,6835.08716491,2.25585728823
861,6834.88373954,2.25296961889
862,6834.68083452,2.2500882424
863,6834.47844805,2.24721313976
864,6834.27657834,2.24434429203
865,6834.07522361,2.24148168033
866,6833.87438208,2.23862528588
867,6833.674052,2.23577508995
868,6833.47423159,2.23293107389
869,6833.2749191,2.23009321912
870,6833.0761128,2.22726150715
871,6832.87781094,2.22443591954
872,6832.6800118,2.22161643793
873,6832.48271365,2.21880304403
874,6832.28591478,2.21599571962
