job_id,target,target_column,horizon_windows,family,candidate_id,fold,status,failure,full_training_rows,sampled_training_rows,sampled_training_timestamps,validation_rows,training_origin_start,training_origin_end,maximum_training_target_timestamp,validation_origin_start,validation_origin_end,rows,rmse,mae,mape_percent,r_squared,mape_nonzero_rows,mape_zero_actual_rows,fit_seconds,prediction_seconds
volume_h3,volume,target_volume_h3,3,linear_regression,linear_default,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:00:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,121.666670636,90.7490436623,30.4447057674,0.7548755398,8400,0,0.03008,0.020631
volume_h3,volume,target_volume_h3,3,linear_regression,linear_default,5,success,,118350,2400,96,8325,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:00:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T15:00:00+05:30,8325,139.455876765,104.415899671,33.4656531481,0.7751322488,8325,0,0.03081,0.019515
volume_h3,volume,target_volume_h3,3,decision_tree,tree_balanced,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:00:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,127.5135113,83.3901000616,25.7555233363,0.7989958397,8400,0,0.040335,0.020005
volume_h3,volume,target_volume_h3,3,decision_tree,tree_balanced,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:00:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,103.370908813,70.7598753618,16.7346798866,0.8611886176,8400,0,0.040665,0.019787
volume_h3,volume,target_volume_h3,3,decision_tree,tree_balanced,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:00:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,136.532561416,88.6501628866,19.4400109304,0.7737123951,8400,0,0.040823,0.020513
volume_h3,volume,target_volume_h3,3,decision_tree,tree_balanced,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:00:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,106.017854551,72.1857721071,20.7431923985,0.8138764081,8400,0,0.040465,0.019822
volume_h3,volume,target_volume_h3,3,decision_tree,tree_balanced,5,success,,118350,2400,96,8325,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:00:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T15:00:00+05:30,8325,148.879399223,93.1983364857,21.8663399417,0.7437152581,8325,0,0.040056,0.020911
volume_h3,volume,target_volume_h3,3,decision_tree,tree_deep,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:00:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,127.866317013,83.2443674102,25.5650977622,0.7978820201,8400,0,0.045018,0.019878
volume_h3,volume,target_volume_h3,3,decision_tree,tree_deep,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:00:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,106.888840225,73.2661911346,17.5376019015,0.8515797564,8400,0,0.044919,0.019208
volume_h3,volume,target_volume_h3,3,decision_tree,tree_deep,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:00:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,131.292591913,86.4750826214,19.3381858878,0.7907484257,8400,0,0.045922,0.02009
volume_h3,volume,target_volume_h3,3,decision_tree,tree_deep,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:00:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,111.20191132,75.0007742751,21.2746533302,0.7952292569,8400,0,0.044839,0.02013
volume_h3,volume,target_volume_h3,3,decision_tree,tree_deep,5,success,,118350,2400,96,8325,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:00:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T15:00:00+05:30,8325,147.302520855,93.2880028643,21.9739531185,0.7491154634,8325,0,0.04481,0.020908
volume_h3,volume,target_volume_h3,3,random_forest,forest_balanced,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:00:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,92.0643245949,63.9486932018,21.3089282341,0.8952207273,8400,0,0.048334,0.035027
volume_h3,volume,target_volume_h3,3,random_forest,forest_balanced,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:00:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,74.8970894229,51.9994564343,12.5222290233,0.9271284022,8400,0,0.050454,0.034988
volume_h3,volume,target_volume_h3,3,random_forest,forest_balanced,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:00:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,105.74651609,70.4625913893,15.5283440762,0.8642560676,8400,0,0.049536,0.035051
volume_h3,volume,target_volume_h3,3,random_forest,forest_balanced,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:00:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,90.0347184357,61.7937693834,17.8057425964,0.8657657243,8400,0,0.050209,0.03385
volume_h3,volume,target_volume_h3,3,random_forest,forest_balanced,5,success,,118350,2400,96,8325,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:00:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T15:00:00+05:30,8325,118.289712048,76.2683565876,18.5027026711,0.8382115609,8325,0,0.050323,0.035939
volume_h3,volume,target_volume_h3,3,random_forest,forest_deep,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:00:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,91.0590520224,62.6592309407,21.2755976638,0.8974964548,8400,0,0.072302,0.039125
volume_h3,volume,target_volume_h3,3,random_forest,forest_deep,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:00:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,80.1155257867,54.725793754,12.8754493558,0.9166200203,8400,0,0.060611,0.036452
volume_h3,volume,target_volume_h3,3,random_forest,forest_deep,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:00:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,103.893724996,69.4053847847,15.6380767739,0.8689711512,8400,0,0.072007,0.036296
volume_h3,volume,target_volume_h3,3,random_forest,forest_deep,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:00:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,92.643933562,63.3739476793,18.2783636134,0.8578727427,8400,0,0.062211,0.082104
volume_h3,volume,target_volume_h3,3,random_forest,forest_deep,5,success,,118350,2400,96,8325,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:00:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T15:00:00+05:30,8325,123.037632437,77.4600569876,18.4847413131,0.8249631589,8325,0,0.06182,0.036723
volume_h3,volume,target_volume_h3,3,xgboost,xgb_balanced,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:00:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,93.5182264809,68.5800189409,25.8508514226,0.8918851971,8400,0,0.039766,0.021727
volume_h3,volume,target_volume_h3,3,xgboost,xgb_balanced,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:00:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,87.2388799107,61.419261362,16.0568445922,0.9011336338,8400,0,0.043445,0.020232
volume_h3,volume,target_volume_h3,3,xgboost,xgb_balanced,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:00:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,102.145191471,71.7524522872,18.0055660811,0.8733444738,8400,0,0.036267,0.020124
volume_h3,volume,target_volume_h3,3,xgboost,xgb_balanced,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:00:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,93.925262588,69.7325084868,23.3149182631,0.8539141209,8400,0,0.039642,0.022213
volume_h3,volume,target_volume_h3,3,xgboost,xgb_balanced,5,success,,118350,2400,96,8325,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:00:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T15:00:00+05:30,8325,126.639026987,82.4596734986,21.71231925,0.8145662992,8325,0,0.037909,0.019887
volume_h3,volume,target_volume_h3,3,xgboost,xgb_deep,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:00:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,95.9151648603,68.4897030186,25.0547976144,0.886272055,8400,0,0.057786,0.022746
volume_h3,volume,target_volume_h3,3,xgboost,xgb_deep,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:00:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,79.8989149833,56.6456671088,14.9343616998,0.9170702848,8400,0,0.066989,0.022408
volume_h3,volume,target_volume_h3,3,xgboost,xgb_deep,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:00:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,99.8900452213,69.0951255526,17.3062536668,0.8788753014,8400,0,0.060856,0.019669
volume_h3,volume,target_volume_h3,3,xgboost,xgb_deep,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:00:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,92.3939797685,68.2311357026,22.8998589409,0.8586386282,8400,0,0.056989,0.020741
volume_h3,volume,target_volume_h3,3,xgboost,xgb_deep,5,success,,118350,2400,96,8325,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:00:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T15:00:00+05:30,8325,121.01164809,78.3928779616,20.8245134287,0.8306801452,8325,0,0.059686,0.022543
volume_h4,volume,target_volume_h4,4,linear_regression,linear_default,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:30:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,145.655243166,112.610102784,43.2657016557,0.7370377312,8400,0,0.033372,0.020185
volume_h4,volume,target_volume_h4,4,linear_regression,linear_default,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:30:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,131.046872449,101.973557366,31.9986321728,0.7774335937,8400,0,0.032858,0.019604
volume_h4,volume,target_volume_h4,4,linear_regression,linear_default,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:30:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,142.938183138,113.635152819,35.6362954793,0.7517618013,8400,0,0.031166,0.0196
volume_h4,volume,target_volume_h4,4,linear_regression,linear_default,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:30:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,133.18593033,100.792836668,34.6842749093,0.7034968376,8400,0,0.032067,0.019733
volume_h4,volume,target_volume_h4,4,linear_regression,linear_default,5,success,,118350,2400,96,8300,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:30:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T14:30:00+05:30,8300,154.772093195,117.841360135,39.7897982833,0.7232783016,8300,0,0.031148,0.019726
volume_h4,volume,target_volume_h4,4,decision_tree,tree_balanced,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:30:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,127.767251717,85.8476054727,27.013179654,0.7976606739,8400,0,0.039567,0.019039
volume_h4,volume,target_volume_h4,4,decision_tree,tree_balanced,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:30:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,113.91010678,77.3806107498,18.0459723145,0.8318368592,8400,0,0.041059,0.019828
volume_h4,volume,target_volume_h4,4,decision_tree,tree_balanced,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:30:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,127.288412416,87.3346822375,20.1003834798,0.8031434654,8400,0,0.041217,0.01945
volume_h4,volume,target_volume_h4,4,decision_tree,tree_balanced,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:30:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,129.044156099,86.8304325829,25.3037426953,0.7216512239,8400,0,0.040841,0.01955
volume_h4,volume,target_volume_h4,4,decision_tree,tree_balanced,5,success,,118350,2400,96,8300,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:30:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T14:30:00+05:30,8300,178.270822111,115.845585787,28.7722012021,0.6328712153,8300,0,0.040555,0.020063
volume_h4,volume,target_volume_h4,4,decision_tree,tree_deep,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:30:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,134.010900088,89.2350375839,27.8003759304,0.7774019061,8400,0,0.045256,0.021147
volume_h4,volume,target_volume_h4,4,decision_tree,tree_deep,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:30:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,126.885825858,85.8356376382,20.4076367641,0.791343214,8400,0,0.044292,0.019817
volume_h4,volume,target_volume_h4,4,decision_tree,tree_deep,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:30:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,135.409105959,93.8058031806,22.4231991337,0.7772242895,8400,0,0.044156,0.018674
volume_h4,volume,target_volume_h4,4,decision_tree,tree_deep,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:30:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,135.356301893,89.4179920846,25.9070938537,0.6937545866,8400,0,0.043239,0.019753
volume_h4,volume,target_volume_h4,4,decision_tree,tree_deep,5,success,,118350,2400,96,8300,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:30:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T14:30:00+05:30,8300,181.409599335,114.803357165,28.3281020666,0.6198294856,8300,0,0.04326,0.021327
volume_h4,volume,target_volume_h4,4,random_forest,forest_balanced,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:30:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,99.359285082,69.3546048711,24.1330799738,0.877634748,8400,0,0.050344,0.036135
volume_h4,volume,target_volume_h4,4,random_forest,forest_balanced,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:30:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,82.2721181545,55.9051822015,13.1332056035,0.9122773688,8400,0,0.050492,0.035794
volume_h4,volume,target_volume_h4,4,random_forest,forest_balanced,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:30:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,107.788712554,72.8493540466,16.5895982401,0.8588377196,8400,0,0.060482,0.035156
volume_h4,volume,target_volume_h4,4,random_forest,forest_balanced,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:30:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,97.6407221823,70.2030573191,22.1740729263,0.840641733,8400,0,0.049933,0.035347
volume_h4,volume,target_volume_h4,4,random_forest,forest_balanced,5,success,,118350,2400,96,8300,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:30:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T14:30:00+05:30,8300,139.174046863,88.5592651012,21.6223203542,0.7762441423,8300,0,0.05025,0.036294
volume_h4,volume,target_volume_h4,4,random_forest,forest_deep,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:30:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,95.3630948434,66.2144985546,22.802081091,0.8872797699,8400,0,0.073052,0.038052
volume_h4,volume,target_volume_h4,4,random_forest,forest_deep,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:30:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,81.2364427049,54.4968565393,12.715744516,0.9144720451,8400,0,0.06503,0.038426
volume_h4,volume,target_volume_h4,4,random_forest,forest_deep,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:30:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,109.849382668,73.6597301889,16.7831116895,0.8533887362,8400,0,0.072901,0.035566
volume_h4,volume,target_volume_h4,4,random_forest,forest_deep,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:30:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,96.1163251092,68.5966609071,21.0818907927,0.8455787912,8400,0,0.072523,0.036502
volume_h4,volume,target_volume_h4,4,random_forest,forest_deep,5,success,,118350,2400,96,8300,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:30:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T14:30:00+05:30,8300,141.726963484,90.1856778225,22.1575381166,0.7679599946,8300,0,0.107139,0.038064
volume_h4,volume,target_volume_h4,4,xgboost,xgb_balanced,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:30:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,103.436813313,74.4567105266,27.7227094163,0.867385364,8400,0,0.038253,0.022496
volume_h4,volume,target_volume_h4,4,xgboost,xgb_balanced,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:30:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,85.9572444548,61.1242451277,16.2049702532,0.904242839,8400,0,0.041448,0.020844
volume_h4,volume,target_volume_h4,4,xgboost,xgb_balanced,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:30:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,108.395927336,76.5774495098,19.1398823185,0.8572427983,8400,0,0.037572,0.019292
volume_h4,volume,target_volume_h4,4,xgboost,xgb_balanced,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:30:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,108.0925549,80.5367567843,26.8030798715,0.8046991217,8400,0,0.041497,0.022749
volume_h4,volume,target_volume_h4,4,xgboost,xgb_balanced,5,success,,118350,2400,96,8300,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:30:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T14:30:00+05:30,8300,141.456928559,91.7757763194,24.7383998762,0.7688433722,8300,0,0.03854,0.021933
volume_h4,volume,target_volume_h4,4,xgboost,xgb_deep,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T16:30:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,102.959486187,72.5903485798,26.2267186934,0.8686064865,8400,0,0.072001,0.020471
volume_h4,volume,target_volume_h4,4,xgboost,xgb_deep,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T16:30:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,87.8557782552,60.6519909205,15.2060490616,0.8999661572,8400,0,0.059173,0.021434
volume_h4,volume,target_volume_h4,4,xgboost,xgb_deep,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T16:30:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,110.335459436,76.7495307432,19.2476628689,0.8520883739,8400,0,0.05422,0.01983
volume_h4,volume,target_volume_h4,4,xgboost,xgb_deep,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T16:30:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,101.795746563,76.2879292506,25.8763938598,0.8267904251,8400,0,0.058923,0.023045
volume_h4,volume,target_volume_h4,4,xgboost,xgb_deep,5,success,,118350,2400,96,8300,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T16:30:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T14:30:00+05:30,8300,141.913360549,92.2750173123,24.54463904,0.7673492425,8300,0,0.058735,0.020805
speed_h1,speed,target_speed_h1,1,linear_regression,linear_default,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T15:00:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,4.6313658127,3.451236131,11.4688474884,0.8394982135,8400,0,0.03102,0.022556
speed_h1,speed,target_speed_h1,1,linear_regression,linear_default,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T15:00:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,4.4574430098,3.359927638,11.1010090914,0.847177634,8400,0,0.031459,0.023495
speed_h1,speed,target_speed_h1,1,linear_regression,linear_default,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T15:00:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,4.7522567366,3.6277801963,12.1291636692,0.8349939019,8400,0,0.030502,0.020932
speed_h1,speed,target_speed_h1,1,linear_regression,linear_default,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T15:00:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,4.583073858,3.5811390327,10.568800266,0.7680143749,8400,0,0.030376,0.019667
speed_h1,speed,target_speed_h1,1,linear_regression,linear_default,5,success,,118350,2400,96,8375,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T15:00:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T16:00:00+05:30,8375,4.9354433771,3.7569710276,13.3880328803,0.8166964175,8375,0,0.032287,0.019389
speed_h1,speed,target_speed_h1,1,decision_tree,tree_balanced,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T15:00:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,5.1568072551,3.7436835084,11.6296129243,0.8010135527,8400,0,0.040635,0.020161
speed_h1,speed,target_speed_h1,1,decision_tree,tree_balanced,2,success,,93150,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-19T14:30:00+05:30,2025-03-19T15:00:00+05:30,2025-03-19T17:00:00+05:30,2025-03-26T16:30:00+05:30,8400,4.7517406518,3.5424658754,11.4799763159,0.8263316098,8400,0,0.041344,0.021964
speed_h1,speed,target_speed_h1,1,decision_tree,tree_balanced,3,success,,101550,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-26T14:30:00+05:30,2025-03-26T15:00:00+05:30,2025-03-26T17:00:00+05:30,2025-04-02T16:30:00+05:30,8400,5.2253916266,3.7947169098,13.5239039902,0.8005022993,8400,0,0.041846,0.019152
speed_h1,speed,target_speed_h1,1,decision_tree,tree_balanced,4,success,,109950,2400,96,8400,2025-01-01T00:00:00+05:30,2025-04-02T14:30:00+05:30,2025-04-02T15:00:00+05:30,2025-04-02T17:00:00+05:30,2025-04-09T16:30:00+05:30,8400,5.6251334246,4.3311049786,12.1685620976,0.6505274903,8400,0,0.040208,0.020415
speed_h1,speed,target_speed_h1,1,decision_tree,tree_balanced,5,success,,118350,2400,96,8375,2025-01-01T00:00:00+05:30,2025-04-09T14:30:00+05:30,2025-04-09T15:00:00+05:30,2025-04-09T17:00:00+05:30,2025-04-16T16:00:00+05:30,8375,6.120209115,4.4502841521,17.2293803697,0.7181285249,8375,0,0.04076,0.021046
speed_h1,speed,target_speed_h1,1,decision_tree,tree_deep,1,success,,84750,2400,96,8400,2025-01-01T00:00:00+05:30,2025-03-12T14:30:00+05:30,2025-03-12T15:00:00+05:30,2025-03-12T17:00:00+05:30,2025-03-19T16:30:00+05:30,8400,5.6513135647,4.1764693562,12.8252918312,0.7610205762,8400,0,0.046419,0.020153
