model_version,horizon_windows,horizon_minutes,split,dimension,slice_value,actual_label,predicted_label,rows
classical_classification_v1,3,90,test,origin_hour,1,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,1,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,1,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,1,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,2,Free-flow,Free-flow,1100
classical_classification_v1,3,90,test,origin_hour,2,Free-flow,Moderate,0
classical_classification_v1,3,90,test,origin_hour,2,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,2,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,2,Moderate,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,2,Moderate,Moderate,0
classical_classification_v1,3,90,test,origin_hour,2,Moderate,Heavy,0
classical_classification_v1,3,90,test,origin_hour,2,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,2,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,2,Heavy,Moderate,0
classical_classification_v1,3,90,test,origin_hour,2,Heavy,Heavy,0
classical_classification_v1,3,90,test,origin_hour,2,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,2,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,2,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,2,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,2,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,3,Free-flow,Free-flow,1100
classical_classification_v1,3,90,test,origin_hour,3,Free-flow,Moderate,0
classical_classification_v1,3,90,test,origin_hour,3,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,3,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,3,Moderate,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,3,Moderate,Moderate,0
classical_classification_v1,3,90,test,origin_hour,3,Moderate,Heavy,0
classical_classification_v1,3,90,test,origin_hour,3,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,3,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,3,Heavy,Moderate,0
classical_classification_v1,3,90,test,origin_hour,3,Heavy,Heavy,0
classical_classification_v1,3,90,test,origin_hour,3,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,3,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,3,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,3,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,3,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,4,Free-flow,Free-flow,1087
classical_classification_v1,3,90,test,origin_hour,4,Free-flow,Moderate,1
classical_classification_v1,3,90,test,origin_hour,4,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,4,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,4,Moderate,Free-flow,8
classical_classification_v1,3,90,test,origin_hour,4,Moderate,Moderate,4
classical_classification_v1,3,90,test,origin_hour,4,Moderate,Heavy,0
classical_classification_v1,3,90,test,origin_hour,4,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,4,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,4,Heavy,Moderate,0
classical_classification_v1,3,90,test,origin_hour,4,Heavy,Heavy,0
classical_classification_v1,3,90,test,origin_hour,4,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,4,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,4,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,4,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,4,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,5,Free-flow,Free-flow,432
classical_classification_v1,3,90,test,origin_hour,5,Free-flow,Moderate,116
classical_classification_v1,3,90,test,origin_hour,5,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,5,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,5,Moderate,Free-flow,41
classical_classification_v1,3,90,test,origin_hour,5,Moderate,Moderate,472
classical_classification_v1,3,90,test,origin_hour,5,Moderate,Heavy,10
classical_classification_v1,3,90,test,origin_hour,5,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,5,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,5,Heavy,Moderate,12
classical_classification_v1,3,90,test,origin_hour,5,Heavy,Heavy,16
classical_classification_v1,3,90,test,origin_hour,5,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,5,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,5,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,5,Severe,Heavy,1
classical_classification_v1,3,90,test,origin_hour,5,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,6,Free-flow,Free-flow,49
classical_classification_v1,3,90,test,origin_hour,6,Free-flow,Moderate,11
classical_classification_v1,3,90,test,origin_hour,6,Free-flow,Heavy,1
classical_classification_v1,3,90,test,origin_hour,6,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,6,Moderate,Free-flow,1
classical_classification_v1,3,90,test,origin_hour,6,Moderate,Moderate,266
classical_classification_v1,3,90,test,origin_hour,6,Moderate,Heavy,111
classical_classification_v1,3,90,test,origin_hour,6,Moderate,Severe,8
classical_classification_v1,3,90,test,origin_hour,6,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,6,Heavy,Moderate,28
classical_classification_v1,3,90,test,origin_hour,6,Heavy,Heavy,216
classical_classification_v1,3,90,test,origin_hour,6,Heavy,Severe,164
classical_classification_v1,3,90,test,origin_hour,6,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,6,Severe,Moderate,1
classical_classification_v1,3,90,test,origin_hour,6,Severe,Heavy,16
classical_classification_v1,3,90,test,origin_hour,6,Severe,Severe,228
classical_classification_v1,3,90,test,origin_hour,7,Free-flow,Free-flow,46
classical_classification_v1,3,90,test,origin_hour,7,Free-flow,Moderate,0
classical_classification_v1,3,90,test,origin_hour,7,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,7,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,7,Moderate,Free-flow,4
classical_classification_v1,3,90,test,origin_hour,7,Moderate,Moderate,62
classical_classification_v1,3,90,test,origin_hour,7,Moderate,Heavy,133
classical_classification_v1,3,90,test,origin_hour,7,Moderate,Severe,8
classical_classification_v1,3,90,test,origin_hour,7,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,7,Heavy,Moderate,23
classical_classification_v1,3,90,test,origin_hour,7,Heavy,Heavy,77
classical_classification_v1,3,90,test,origin_hour,7,Heavy,Severe,205
classical_classification_v1,3,90,test,origin_hour,7,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,7,Severe,Moderate,1
classical_classification_v1,3,90,test,origin_hour,7,Severe,Heavy,4
classical_classification_v1,3,90,test,origin_hour,7,Severe,Severe,537
classical_classification_v1,3,90,test,origin_hour,8,Free-flow,Free-flow,47
classical_classification_v1,3,90,test,origin_hour,8,Free-flow,Moderate,31
classical_classification_v1,3,90,test,origin_hour,8,Free-flow,Heavy,4
classical_classification_v1,3,90,test,origin_hour,8,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,8,Moderate,Free-flow,3
classical_classification_v1,3,90,test,origin_hour,8,Moderate,Moderate,261
classical_classification_v1,3,90,test,origin_hour,8,Moderate,Heavy,279
classical_classification_v1,3,90,test,origin_hour,8,Moderate,Severe,2
classical_classification_v1,3,90,test,origin_hour,8,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,8,Heavy,Moderate,8
classical_classification_v1,3,90,test,origin_hour,8,Heavy,Heavy,362
classical_classification_v1,3,90,test,origin_hour,8,Heavy,Severe,14
classical_classification_v1,3,90,test,origin_hour,8,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,8,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,8,Severe,Heavy,80
classical_classification_v1,3,90,test,origin_hour,8,Severe,Severe,34
classical_classification_v1,3,90,test,origin_hour,9,Free-flow,Free-flow,315
classical_classification_v1,3,90,test,origin_hour,9,Free-flow,Moderate,122
classical_classification_v1,3,90,test,origin_hour,9,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,9,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,9,Moderate,Free-flow,37
classical_classification_v1,3,90,test,origin_hour,9,Moderate,Moderate,625
classical_classification_v1,3,90,test,origin_hour,9,Moderate,Heavy,9
classical_classification_v1,3,90,test,origin_hour,9,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,9,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,9,Heavy,Moderate,18
classical_classification_v1,3,90,test,origin_hour,9,Heavy,Heavy,22
classical_classification_v1,3,90,test,origin_hour,9,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,9,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,9,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,9,Severe,Heavy,2
classical_classification_v1,3,90,test,origin_hour,9,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,10,Free-flow,Free-flow,606
classical_classification_v1,3,90,test,origin_hour,10,Free-flow,Moderate,201
classical_classification_v1,3,90,test,origin_hour,10,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,10,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,10,Moderate,Free-flow,49
classical_classification_v1,3,90,test,origin_hour,10,Moderate,Moderate,285
classical_classification_v1,3,90,test,origin_hour,10,Moderate,Heavy,4
classical_classification_v1,3,90,test,origin_hour,10,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,10,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,10,Heavy,Moderate,4
classical_classification_v1,3,90,test,origin_hour,10,Heavy,Heavy,1
classical_classification_v1,3,90,test,origin_hour,10,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,10,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,10,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,10,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,10,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,11,Free-flow,Free-flow,734
classical_classification_v1,3,90,test,origin_hour,11,Free-flow,Moderate,132
classical_classification_v1,3,90,test,origin_hour,11,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,11,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,11,Moderate,Free-flow,65
classical_classification_v1,3,90,test,origin_hour,11,Moderate,Moderate,216
classical_classification_v1,3,90,test,origin_hour,11,Moderate,Heavy,0
classical_classification_v1,3,90,test,origin_hour,11,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,11,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,11,Heavy,Moderate,3
classical_classification_v1,3,90,test,origin_hour,11,Heavy,Heavy,0
classical_classification_v1,3,90,test,origin_hour,11,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,11,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,11,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,11,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,11,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,12,Free-flow,Free-flow,701
classical_classification_v1,3,90,test,origin_hour,12,Free-flow,Moderate,125
classical_classification_v1,3,90,test,origin_hour,12,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,12,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,12,Moderate,Free-flow,76
classical_classification_v1,3,90,test,origin_hour,12,Moderate,Moderate,245
classical_classification_v1,3,90,test,origin_hour,12,Moderate,Heavy,1
classical_classification_v1,3,90,test,origin_hour,12,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,12,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,12,Heavy,Moderate,2
classical_classification_v1,3,90,test,origin_hour,12,Heavy,Heavy,0
classical_classification_v1,3,90,test,origin_hour,12,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,12,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,12,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,12,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,12,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,13,Free-flow,Free-flow,495
classical_classification_v1,3,90,test,origin_hour,13,Free-flow,Moderate,171
classical_classification_v1,3,90,test,origin_hour,13,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,13,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,13,Moderate,Free-flow,41
classical_classification_v1,3,90,test,origin_hour,13,Moderate,Moderate,427
classical_classification_v1,3,90,test,origin_hour,13,Moderate,Heavy,7
classical_classification_v1,3,90,test,origin_hour,13,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,13,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,13,Heavy,Moderate,3
classical_classification_v1,3,90,test,origin_hour,13,Heavy,Heavy,6
classical_classification_v1,3,90,test,origin_hour,13,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,13,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,13,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,13,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,13,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,14,Free-flow,Free-flow,209
classical_classification_v1,3,90,test,origin_hour,14,Free-flow,Moderate,77
classical_classification_v1,3,90,test,origin_hour,14,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,14,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,14,Moderate,Free-flow,42
classical_classification_v1,3,90,test,origin_hour,14,Moderate,Moderate,734
classical_classification_v1,3,90,test,origin_hour,14,Moderate,Heavy,5
classical_classification_v1,3,90,test,origin_hour,14,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,14,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,14,Heavy,Moderate,49
classical_classification_v1,3,90,test,origin_hour,14,Heavy,Heavy,21
classical_classification_v1,3,90,test,origin_hour,14,Heavy,Severe,4
classical_classification_v1,3,90,test,origin_hour,14,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,14,Severe,Moderate,1
classical_classification_v1,3,90,test,origin_hour,14,Severe,Heavy,5
classical_classification_v1,3,90,test,origin_hour,14,Severe,Severe,3
classical_classification_v1,3,90,test,origin_hour,15,Free-flow,Free-flow,49
classical_classification_v1,3,90,test,origin_hour,15,Free-flow,Moderate,18
classical_classification_v1,3,90,test,origin_hour,15,Free-flow,Heavy,1
classical_classification_v1,3,90,test,origin_hour,15,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,15,Moderate,Free-flow,1
classical_classification_v1,3,90,test,origin_hour,15,Moderate,Moderate,276
classical_classification_v1,3,90,test,origin_hour,15,Moderate,Heavy,232
classical_classification_v1,3,90,test,origin_hour,15,Moderate,Severe,4
classical_classification_v1,3,90,test,origin_hour,15,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,15,Heavy,Moderate,7
classical_classification_v1,3,90,test,origin_hour,15,Heavy,Heavy,422
classical_classification_v1,3,90,test,origin_hour,15,Heavy,Severe,5
classical_classification_v1,3,90,test,origin_hour,15,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,15,Severe,Moderate,1
classical_classification_v1,3,90,test,origin_hour,15,Severe,Heavy,87
classical_classification_v1,3,90,test,origin_hour,15,Severe,Severe,47
classical_classification_v1,3,90,test,origin_hour,16,Free-flow,Free-flow,50
classical_classification_v1,3,90,test,origin_hour,16,Free-flow,Moderate,1
classical_classification_v1,3,90,test,origin_hour,16,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,16,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,16,Moderate,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,16,Moderate,Moderate,262
classical_classification_v1,3,90,test,origin_hour,16,Moderate,Heavy,12
classical_classification_v1,3,90,test,origin_hour,16,Moderate,Severe,23
classical_classification_v1,3,90,test,origin_hour,16,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,16,Heavy,Moderate,36
classical_classification_v1,3,90,test,origin_hour,16,Heavy,Heavy,100
classical_classification_v1,3,90,test,origin_hour,16,Heavy,Severe,302
classical_classification_v1,3,90,test,origin_hour,16,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,16,Severe,Moderate,1
classical_classification_v1,3,90,test,origin_hour,16,Severe,Heavy,67
classical_classification_v1,3,90,test,origin_hour,16,Severe,Severe,296
classical_classification_v1,3,90,test,origin_hour,17,Free-flow,Free-flow,49
classical_classification_v1,3,90,test,origin_hour,17,Free-flow,Moderate,17
classical_classification_v1,3,90,test,origin_hour,17,Free-flow,Heavy,1
classical_classification_v1,3,90,test,origin_hour,17,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,17,Moderate,Free-flow,1
classical_classification_v1,3,90,test,origin_hour,17,Moderate,Moderate,277
classical_classification_v1,3,90,test,origin_hour,17,Moderate,Heavy,178
classical_classification_v1,3,90,test,origin_hour,17,Moderate,Severe,1
classical_classification_v1,3,90,test,origin_hour,17,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,17,Heavy,Moderate,6
classical_classification_v1,3,90,test,origin_hour,17,Heavy,Heavy,463
classical_classification_v1,3,90,test,origin_hour,17,Heavy,Severe,12
classical_classification_v1,3,90,test,origin_hour,17,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,17,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,17,Severe,Heavy,108
classical_classification_v1,3,90,test,origin_hour,17,Severe,Severe,37
classical_classification_v1,3,90,test,origin_hour,18,Free-flow,Free-flow,197
classical_classification_v1,3,90,test,origin_hour,18,Free-flow,Moderate,211
classical_classification_v1,3,90,test,origin_hour,18,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,18,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,18,Moderate,Free-flow,3
classical_classification_v1,3,90,test,origin_hour,18,Moderate,Moderate,674
classical_classification_v1,3,90,test,origin_hour,18,Moderate,Heavy,17
classical_classification_v1,3,90,test,origin_hour,18,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,18,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,18,Heavy,Moderate,27
classical_classification_v1,3,90,test,origin_hour,18,Heavy,Heavy,11
classical_classification_v1,3,90,test,origin_hour,18,Heavy,Severe,4
classical_classification_v1,3,90,test,origin_hour,18,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,18,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,18,Severe,Heavy,4
classical_classification_v1,3,90,test,origin_hour,18,Severe,Severe,2
classical_classification_v1,3,90,test,origin_hour,19,Free-flow,Free-flow,1073
classical_classification_v1,3,90,test,origin_hour,19,Free-flow,Moderate,12
classical_classification_v1,3,90,test,origin_hour,19,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,19,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,19,Moderate,Free-flow,48
classical_classification_v1,3,90,test,origin_hour,19,Moderate,Moderate,17
classical_classification_v1,3,90,test,origin_hour,19,Moderate,Heavy,0
classical_classification_v1,3,90,test,origin_hour,19,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,19,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,19,Heavy,Moderate,0
classical_classification_v1,3,90,test,origin_hour,19,Heavy,Heavy,0
classical_classification_v1,3,90,test,origin_hour,19,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,19,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,19,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,19,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,19,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,20,Free-flow,Free-flow,1150
classical_classification_v1,3,90,test,origin_hour,20,Free-flow,Moderate,0
classical_classification_v1,3,90,test,origin_hour,20,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,20,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,20,Moderate,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,20,Moderate,Moderate,0
classical_classification_v1,3,90,test,origin_hour,20,Moderate,Heavy,0
classical_classification_v1,3,90,test,origin_hour,20,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,20,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,20,Heavy,Moderate,0
classical_classification_v1,3,90,test,origin_hour,20,Heavy,Heavy,0
classical_classification_v1,3,90,test,origin_hour,20,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,20,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,20,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,20,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,20,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,21,Free-flow,Free-flow,1150
classical_classification_v1,3,90,test,origin_hour,21,Free-flow,Moderate,0
classical_classification_v1,3,90,test,origin_hour,21,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,21,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,21,Moderate,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,21,Moderate,Moderate,0
classical_classification_v1,3,90,test,origin_hour,21,Moderate,Heavy,0
classical_classification_v1,3,90,test,origin_hour,21,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,21,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,21,Heavy,Moderate,0
classical_classification_v1,3,90,test,origin_hour,21,Heavy,Heavy,0
classical_classification_v1,3,90,test,origin_hour,21,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,21,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,21,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,21,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,21,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,22,Free-flow,Free-flow,1125
classical_classification_v1,3,90,test,origin_hour,22,Free-flow,Moderate,0
classical_classification_v1,3,90,test,origin_hour,22,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,22,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,22,Moderate,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,22,Moderate,Moderate,0
classical_classification_v1,3,90,test,origin_hour,22,Moderate,Heavy,0
classical_classification_v1,3,90,test,origin_hour,22,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,22,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,22,Heavy,Moderate,0
classical_classification_v1,3,90,test,origin_hour,22,Heavy,Heavy,0
classical_classification_v1,3,90,test,origin_hour,22,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,22,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,22,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,22,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,22,Severe,Severe,0
classical_classification_v1,3,90,test,origin_hour,23,Free-flow,Free-flow,1100
classical_classification_v1,3,90,test,origin_hour,23,Free-flow,Moderate,0
classical_classification_v1,3,90,test,origin_hour,23,Free-flow,Heavy,0
classical_classification_v1,3,90,test,origin_hour,23,Free-flow,Severe,0
classical_classification_v1,3,90,test,origin_hour,23,Moderate,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,23,Moderate,Moderate,0
classical_classification_v1,3,90,test,origin_hour,23,Moderate,Heavy,0
classical_classification_v1,3,90,test,origin_hour,23,Moderate,Severe,0
classical_classification_v1,3,90,test,origin_hour,23,Heavy,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,23,Heavy,Moderate,0
classical_classification_v1,3,90,test,origin_hour,23,Heavy,Heavy,0
classical_classification_v1,3,90,test,origin_hour,23,Heavy,Severe,0
classical_classification_v1,3,90,test,origin_hour,23,Severe,Free-flow,0
classical_classification_v1,3,90,test,origin_hour,23,Severe,Moderate,0
classical_classification_v1,3,90,test,origin_hour,23,Severe,Heavy,0
classical_classification_v1,3,90,test,origin_hour,23,Severe,Severe,0
classical_classification_v1,3,90,test,weekday,Friday,Free-flow,Free-flow,2085
classical_classification_v1,3,90,test,weekday,Friday,Free-flow,Moderate,279
classical_classification_v1,3,90,test,weekday,Friday,Free-flow,Heavy,1
classical_classification_v1,3,90,test,weekday,Friday,Free-flow,Severe,0
classical_classification_v1,3,90,test,weekday,Friday,Moderate,Free-flow,69
classical_classification_v1,3,90,test,weekday,Friday,Moderate,Moderate,843
classical_classification_v1,3,90,test,weekday,Friday,Moderate,Heavy,197
classical_classification_v1,3,90,test,weekday,Friday,Moderate,Severe,9
classical_classification_v1,3,90,test,weekday,Friday,Heavy,Free-flow,0
classical_classification_v1,3,90,test,weekday,Friday,Heavy,Moderate,23
classical_classification_v1,3,90,test,weekday,Friday,Heavy,Heavy,409
classical_classification_v1,3,90,test,weekday,Friday,Heavy,Severe,157
classical_classification_v1,3,90,test,weekday,Friday,Severe,Free-flow,0
classical_classification_v1,3,90,test,weekday,Friday,Severe,Moderate,1
classical_classification_v1,3,90,test,weekday,Friday,Severe,Heavy,82
classical_classification_v1,3,90,test,weekday,Friday,Severe,Severe,220
classical_classification_v1,3,90,test,weekday,Monday,Free-flow,Free-flow,1759
classical_classification_v1,3,90,test,weekday,Monday,Free-flow,Moderate,204
classical_classification_v1,3,90,test,weekday,Monday,Free-flow,Heavy,6
classical_classification_v1,3,90,test,weekday,Monday,Free-flow,Severe,0
classical_classification_v1,3,90,test,weekday,Monday,Moderate,Free-flow,73
classical_classification_v1,3,90,test,weekday,Monday,Moderate,Moderate,649
classical_classification_v1,3,90,test,weekday,Monday,Moderate,Heavy,160
classical_classification_v1,3,90,test,weekday,Monday,Moderate,Severe,8
classical_classification_v1,3,90,test,weekday,Monday,Heavy,Free-flow,0
classical_classification_v1,3,90,test,weekday,Monday,Heavy,Moderate,17
classical_classification_v1,3,90,test,weekday,Monday,Heavy,Heavy,325
classical_classification_v1,3,90,test,weekday,Monday,Heavy,Severe,136
classical_classification_v1,3,90,test,weekday,Monday,Severe,Free-flow,0
classical_classification_v1,3,90,test,weekday,Monday,Severe,Moderate,0
classical_classification_v1,3,90,test,weekday,Monday,Severe,Heavy,73
classical_classification_v1,3,90,test,weekday,Monday,Severe,Severe,190
classical_classification_v1,3,90,test,weekday,Saturday,Free-flow,Free-flow,3239
classical_classification_v1,3,90,test,weekday,Saturday,Free-flow,Moderate,157
classical_classification_v1,3,90,test,weekday,Saturday,Free-flow,Heavy,0
classical_classification_v1,3,90,test,weekday,Saturday,Free-flow,Severe,0
classical_classification_v1,3,90,test,weekday,Saturday,Moderate,Free-flow,75
classical_classification_v1,3,90,test,weekday,Saturday,Moderate,Moderate,1033
classical_classification_v1,3,90,test,weekday,Saturday,Moderate,Heavy,88
classical_classification_v1,3,90,test,weekday,Saturday,Moderate,Severe,0
classical_classification_v1,3,90,test,weekday,Saturday,Heavy,Free-flow,0
classical_classification_v1,3,90,test,weekday,Saturday,Heavy,Moderate,76
