model_version,horizon_windows,horizon_minutes,split,dimension,slice_value,actual_label,predicted_label,rows
classical_classification_v1,1,30,validation,origin_hour,11,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,11,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,11,Moderate,Free-flow,98
classical_classification_v1,1,30,validation,origin_hour,11,Moderate,Moderate,213
classical_classification_v1,1,30,validation,origin_hour,11,Moderate,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,11,Moderate,Severe,0
classical_classification_v1,1,30,validation,origin_hour,11,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,11,Heavy,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,11,Heavy,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,11,Heavy,Severe,0
classical_classification_v1,1,30,validation,origin_hour,11,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,11,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,11,Severe,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,11,Severe,Severe,0
classical_classification_v1,1,30,validation,origin_hour,12,Free-flow,Free-flow,733
classical_classification_v1,1,30,validation,origin_hour,12,Free-flow,Moderate,118
classical_classification_v1,1,30,validation,origin_hour,12,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,12,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,12,Moderate,Free-flow,68
classical_classification_v1,1,30,validation,origin_hour,12,Moderate,Moderate,181
classical_classification_v1,1,30,validation,origin_hour,12,Moderate,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,12,Moderate,Severe,0
classical_classification_v1,1,30,validation,origin_hour,12,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,12,Heavy,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,12,Heavy,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,12,Heavy,Severe,0
classical_classification_v1,1,30,validation,origin_hour,12,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,12,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,12,Severe,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,12,Severe,Severe,0
classical_classification_v1,1,30,validation,origin_hour,13,Free-flow,Free-flow,746
classical_classification_v1,1,30,validation,origin_hour,13,Free-flow,Moderate,96
classical_classification_v1,1,30,validation,origin_hour,13,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,13,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,13,Moderate,Free-flow,52
classical_classification_v1,1,30,validation,origin_hour,13,Moderate,Moderate,206
classical_classification_v1,1,30,validation,origin_hour,13,Moderate,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,13,Moderate,Severe,0
classical_classification_v1,1,30,validation,origin_hour,13,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,13,Heavy,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,13,Heavy,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,13,Heavy,Severe,0
classical_classification_v1,1,30,validation,origin_hour,13,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,13,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,13,Severe,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,13,Severe,Severe,0
classical_classification_v1,1,30,validation,origin_hour,14,Free-flow,Free-flow,530
classical_classification_v1,1,30,validation,origin_hour,14,Free-flow,Moderate,118
classical_classification_v1,1,30,validation,origin_hour,14,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,14,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,14,Moderate,Free-flow,107
classical_classification_v1,1,30,validation,origin_hour,14,Moderate,Moderate,345
classical_classification_v1,1,30,validation,origin_hour,14,Moderate,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,14,Moderate,Severe,0
classical_classification_v1,1,30,validation,origin_hour,14,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,14,Heavy,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,14,Heavy,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,14,Heavy,Severe,0
classical_classification_v1,1,30,validation,origin_hour,14,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,14,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,14,Severe,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,14,Severe,Severe,0
classical_classification_v1,1,30,validation,origin_hour,15,Free-flow,Free-flow,204
classical_classification_v1,1,30,validation,origin_hour,15,Free-flow,Moderate,91
classical_classification_v1,1,30,validation,origin_hour,15,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,15,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,15,Moderate,Free-flow,42
classical_classification_v1,1,30,validation,origin_hour,15,Moderate,Moderate,712
classical_classification_v1,1,30,validation,origin_hour,15,Moderate,Heavy,7
classical_classification_v1,1,30,validation,origin_hour,15,Moderate,Severe,0
classical_classification_v1,1,30,validation,origin_hour,15,Heavy,Free-flow,1
classical_classification_v1,1,30,validation,origin_hour,15,Heavy,Moderate,42
classical_classification_v1,1,30,validation,origin_hour,15,Heavy,Heavy,1
classical_classification_v1,1,30,validation,origin_hour,15,Heavy,Severe,0
classical_classification_v1,1,30,validation,origin_hour,15,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,15,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,15,Severe,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,15,Severe,Severe,0
classical_classification_v1,1,30,validation,origin_hour,16,Free-flow,Free-flow,26
classical_classification_v1,1,30,validation,origin_hour,16,Free-flow,Moderate,33
classical_classification_v1,1,30,validation,origin_hour,16,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,16,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,16,Moderate,Free-flow,3
classical_classification_v1,1,30,validation,origin_hour,16,Moderate,Moderate,354
classical_classification_v1,1,30,validation,origin_hour,16,Moderate,Heavy,177
classical_classification_v1,1,30,validation,origin_hour,16,Moderate,Severe,0
classical_classification_v1,1,30,validation,origin_hour,16,Heavy,Free-flow,1
classical_classification_v1,1,30,validation,origin_hour,16,Heavy,Moderate,43
classical_classification_v1,1,30,validation,origin_hour,16,Heavy,Heavy,392
classical_classification_v1,1,30,validation,origin_hour,16,Heavy,Severe,2
classical_classification_v1,1,30,validation,origin_hour,16,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,16,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,16,Severe,Heavy,69
classical_classification_v1,1,30,validation,origin_hour,16,Severe,Severe,0
classical_classification_v1,1,30,validation,origin_hour,17,Free-flow,Free-flow,4
classical_classification_v1,1,30,validation,origin_hour,17,Free-flow,Moderate,11
classical_classification_v1,1,30,validation,origin_hour,17,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,17,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,17,Moderate,Free-flow,4
classical_classification_v1,1,30,validation,origin_hour,17,Moderate,Moderate,292
classical_classification_v1,1,30,validation,origin_hour,17,Moderate,Heavy,15
classical_classification_v1,1,30,validation,origin_hour,17,Moderate,Severe,19
classical_classification_v1,1,30,validation,origin_hour,17,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,17,Heavy,Moderate,36
classical_classification_v1,1,30,validation,origin_hour,17,Heavy,Heavy,118
classical_classification_v1,1,30,validation,origin_hour,17,Heavy,Severe,314
classical_classification_v1,1,30,validation,origin_hour,17,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,17,Severe,Moderate,2
classical_classification_v1,1,30,validation,origin_hour,17,Severe,Heavy,67
classical_classification_v1,1,30,validation,origin_hour,17,Severe,Severe,268
classical_classification_v1,1,30,validation,origin_hour,18,Free-flow,Free-flow,20
classical_classification_v1,1,30,validation,origin_hour,18,Free-flow,Moderate,28
classical_classification_v1,1,30,validation,origin_hour,18,Free-flow,Heavy,1
classical_classification_v1,1,30,validation,origin_hour,18,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,18,Moderate,Free-flow,4
classical_classification_v1,1,30,validation,origin_hour,18,Moderate,Moderate,305
classical_classification_v1,1,30,validation,origin_hour,18,Moderate,Heavy,180
classical_classification_v1,1,30,validation,origin_hour,18,Moderate,Severe,3
classical_classification_v1,1,30,validation,origin_hour,18,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,18,Heavy,Moderate,26
classical_classification_v1,1,30,validation,origin_hour,18,Heavy,Heavy,448
classical_classification_v1,1,30,validation,origin_hour,18,Heavy,Severe,10
classical_classification_v1,1,30,validation,origin_hour,18,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,18,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,18,Severe,Heavy,112
classical_classification_v1,1,30,validation,origin_hour,18,Severe,Severe,13
classical_classification_v1,1,30,validation,origin_hour,19,Free-flow,Free-flow,249
classical_classification_v1,1,30,validation,origin_hour,19,Free-flow,Moderate,169
classical_classification_v1,1,30,validation,origin_hour,19,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,19,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,19,Moderate,Free-flow,32
classical_classification_v1,1,30,validation,origin_hour,19,Moderate,Moderate,661
classical_classification_v1,1,30,validation,origin_hour,19,Moderate,Heavy,1
classical_classification_v1,1,30,validation,origin_hour,19,Moderate,Severe,0
classical_classification_v1,1,30,validation,origin_hour,19,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,19,Heavy,Moderate,36
classical_classification_v1,1,30,validation,origin_hour,19,Heavy,Heavy,2
classical_classification_v1,1,30,validation,origin_hour,19,Heavy,Severe,0
classical_classification_v1,1,30,validation,origin_hour,19,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,19,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,19,Severe,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,19,Severe,Severe,0
classical_classification_v1,1,30,validation,origin_hour,20,Free-flow,Free-flow,1087
classical_classification_v1,1,30,validation,origin_hour,20,Free-flow,Moderate,10
classical_classification_v1,1,30,validation,origin_hour,20,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,20,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,20,Moderate,Free-flow,51
classical_classification_v1,1,30,validation,origin_hour,20,Moderate,Moderate,2
classical_classification_v1,1,30,validation,origin_hour,20,Moderate,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,20,Moderate,Severe,0
classical_classification_v1,1,30,validation,origin_hour,20,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,20,Heavy,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,20,Heavy,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,20,Heavy,Severe,0
classical_classification_v1,1,30,validation,origin_hour,20,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,20,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,20,Severe,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,20,Severe,Severe,0
classical_classification_v1,1,30,validation,origin_hour,21,Free-flow,Free-flow,1150
classical_classification_v1,1,30,validation,origin_hour,21,Free-flow,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,21,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,21,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,21,Moderate,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,21,Moderate,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,21,Moderate,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,21,Moderate,Severe,0
classical_classification_v1,1,30,validation,origin_hour,21,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,21,Heavy,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,21,Heavy,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,21,Heavy,Severe,0
classical_classification_v1,1,30,validation,origin_hour,21,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,21,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,21,Severe,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,21,Severe,Severe,0
classical_classification_v1,1,30,validation,origin_hour,22,Free-flow,Free-flow,1150
classical_classification_v1,1,30,validation,origin_hour,22,Free-flow,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,22,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,22,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,22,Moderate,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,22,Moderate,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,22,Moderate,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,22,Moderate,Severe,0
classical_classification_v1,1,30,validation,origin_hour,22,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,22,Heavy,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,22,Heavy,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,22,Heavy,Severe,0
classical_classification_v1,1,30,validation,origin_hour,22,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,22,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,22,Severe,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,22,Severe,Severe,0
classical_classification_v1,1,30,validation,origin_hour,23,Free-flow,Free-flow,1150
classical_classification_v1,1,30,validation,origin_hour,23,Free-flow,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,23,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,23,Free-flow,Severe,0
classical_classification_v1,1,30,validation,origin_hour,23,Moderate,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,23,Moderate,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,23,Moderate,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,23,Moderate,Severe,0
classical_classification_v1,1,30,validation,origin_hour,23,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,23,Heavy,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,23,Heavy,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,23,Heavy,Severe,0
classical_classification_v1,1,30,validation,origin_hour,23,Severe,Free-flow,0
classical_classification_v1,1,30,validation,origin_hour,23,Severe,Moderate,0
classical_classification_v1,1,30,validation,origin_hour,23,Severe,Heavy,0
classical_classification_v1,1,30,validation,origin_hour,23,Severe,Severe,0
classical_classification_v1,1,30,validation,weekday,Friday,Free-flow,Free-flow,2087
classical_classification_v1,1,30,validation,weekday,Friday,Free-flow,Moderate,156
classical_classification_v1,1,30,validation,weekday,Friday,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,weekday,Friday,Free-flow,Severe,0
classical_classification_v1,1,30,validation,weekday,Friday,Moderate,Free-flow,86
classical_classification_v1,1,30,validation,weekday,Friday,Moderate,Moderate,752
classical_classification_v1,1,30,validation,weekday,Friday,Moderate,Heavy,115
classical_classification_v1,1,30,validation,weekday,Friday,Moderate,Severe,4
classical_classification_v1,1,30,validation,weekday,Friday,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,weekday,Friday,Heavy,Moderate,48
classical_classification_v1,1,30,validation,weekday,Friday,Heavy,Heavy,313
classical_classification_v1,1,30,validation,weekday,Friday,Heavy,Severe,139
classical_classification_v1,1,30,validation,weekday,Friday,Severe,Free-flow,0
classical_classification_v1,1,30,validation,weekday,Friday,Severe,Moderate,0
classical_classification_v1,1,30,validation,weekday,Friday,Severe,Heavy,77
classical_classification_v1,1,30,validation,weekday,Friday,Severe,Severe,223
classical_classification_v1,1,30,validation,weekday,Monday,Free-flow,Free-flow,1832
classical_classification_v1,1,30,validation,weekday,Monday,Free-flow,Moderate,157
classical_classification_v1,1,30,validation,weekday,Monday,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,weekday,Monday,Free-flow,Severe,0
classical_classification_v1,1,30,validation,weekday,Monday,Moderate,Free-flow,99
classical_classification_v1,1,30,validation,weekday,Monday,Moderate,Moderate,659
classical_classification_v1,1,30,validation,weekday,Monday,Moderate,Heavy,107
classical_classification_v1,1,30,validation,weekday,Monday,Moderate,Severe,15
classical_classification_v1,1,30,validation,weekday,Monday,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,weekday,Monday,Heavy,Moderate,55
classical_classification_v1,1,30,validation,weekday,Monday,Heavy,Heavy,290
classical_classification_v1,1,30,validation,weekday,Monday,Heavy,Severe,119
classical_classification_v1,1,30,validation,weekday,Monday,Severe,Free-flow,0
classical_classification_v1,1,30,validation,weekday,Monday,Severe,Moderate,3
classical_classification_v1,1,30,validation,weekday,Monday,Severe,Heavy,75
classical_classification_v1,1,30,validation,weekday,Monday,Severe,Severe,189
classical_classification_v1,1,30,validation,weekday,Saturday,Free-flow,Free-flow,2477
classical_classification_v1,1,30,validation,weekday,Saturday,Free-flow,Moderate,105
classical_classification_v1,1,30,validation,weekday,Saturday,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,weekday,Saturday,Free-flow,Severe,0
classical_classification_v1,1,30,validation,weekday,Saturday,Moderate,Free-flow,71
classical_classification_v1,1,30,validation,weekday,Saturday,Moderate,Moderate,842
classical_classification_v1,1,30,validation,weekday,Saturday,Moderate,Heavy,12
classical_classification_v1,1,30,validation,weekday,Saturday,Moderate,Severe,0
classical_classification_v1,1,30,validation,weekday,Saturday,Heavy,Free-flow,1
classical_classification_v1,1,30,validation,weekday,Saturday,Heavy,Moderate,81
classical_classification_v1,1,30,validation,weekday,Saturday,Heavy,Heavy,5
classical_classification_v1,1,30,validation,weekday,Saturday,Heavy,Severe,0
classical_classification_v1,1,30,validation,weekday,Saturday,Severe,Free-flow,0
classical_classification_v1,1,30,validation,weekday,Saturday,Severe,Moderate,5
classical_classification_v1,1,30,validation,weekday,Saturday,Severe,Heavy,1
classical_classification_v1,1,30,validation,weekday,Saturday,Severe,Severe,0
classical_classification_v1,1,30,validation,weekday,Sunday,Free-flow,Free-flow,2507
classical_classification_v1,1,30,validation,weekday,Sunday,Free-flow,Moderate,102
classical_classification_v1,1,30,validation,weekday,Sunday,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,weekday,Sunday,Free-flow,Severe,0
classical_classification_v1,1,30,validation,weekday,Sunday,Moderate,Free-flow,59
classical_classification_v1,1,30,validation,weekday,Sunday,Moderate,Moderate,816
classical_classification_v1,1,30,validation,weekday,Sunday,Moderate,Heavy,23
classical_classification_v1,1,30,validation,weekday,Sunday,Moderate,Severe,0
classical_classification_v1,1,30,validation,weekday,Sunday,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,weekday,Sunday,Heavy,Moderate,80
classical_classification_v1,1,30,validation,weekday,Sunday,Heavy,Heavy,13
classical_classification_v1,1,30,validation,weekday,Sunday,Heavy,Severe,0
classical_classification_v1,1,30,validation,weekday,Sunday,Severe,Free-flow,0
classical_classification_v1,1,30,validation,weekday,Sunday,Severe,Moderate,0
classical_classification_v1,1,30,validation,weekday,Sunday,Severe,Heavy,0
classical_classification_v1,1,30,validation,weekday,Sunday,Severe,Severe,0
classical_classification_v1,1,30,validation,weekday,Thursday,Free-flow,Free-flow,2381
classical_classification_v1,1,30,validation,weekday,Thursday,Free-flow,Moderate,199
classical_classification_v1,1,30,validation,weekday,Thursday,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,weekday,Thursday,Free-flow,Severe,0
classical_classification_v1,1,30,validation,weekday,Thursday,Moderate,Free-flow,118
classical_classification_v1,1,30,validation,weekday,Thursday,Moderate,Moderate,955
classical_classification_v1,1,30,validation,weekday,Thursday,Moderate,Heavy,162
classical_classification_v1,1,30,validation,weekday,Thursday,Moderate,Severe,7
classical_classification_v1,1,30,validation,weekday,Thursday,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,weekday,Thursday,Heavy,Moderate,43
classical_classification_v1,1,30,validation,weekday,Thursday,Heavy,Heavy,400
classical_classification_v1,1,30,validation,weekday,Thursday,Heavy,Severe,155
classical_classification_v1,1,30,validation,weekday,Thursday,Severe,Free-flow,0
classical_classification_v1,1,30,validation,weekday,Thursday,Severe,Moderate,0
classical_classification_v1,1,30,validation,weekday,Thursday,Severe,Heavy,119
classical_classification_v1,1,30,validation,weekday,Thursday,Severe,Severe,261
classical_classification_v1,1,30,validation,weekday,Tuesday,Free-flow,Free-flow,1784
classical_classification_v1,1,30,validation,weekday,Tuesday,Free-flow,Moderate,160
classical_classification_v1,1,30,validation,weekday,Tuesday,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,weekday,Tuesday,Free-flow,Severe,0
classical_classification_v1,1,30,validation,weekday,Tuesday,Moderate,Free-flow,83
classical_classification_v1,1,30,validation,weekday,Tuesday,Moderate,Moderate,688
classical_classification_v1,1,30,validation,weekday,Tuesday,Moderate,Heavy,109
classical_classification_v1,1,30,validation,weekday,Tuesday,Moderate,Severe,6
classical_classification_v1,1,30,validation,weekday,Tuesday,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,weekday,Tuesday,Heavy,Moderate,48
classical_classification_v1,1,30,validation,weekday,Tuesday,Heavy,Heavy,306
classical_classification_v1,1,30,validation,weekday,Tuesday,Heavy,Severe,126
classical_classification_v1,1,30,validation,weekday,Tuesday,Severe,Free-flow,0
classical_classification_v1,1,30,validation,weekday,Tuesday,Severe,Moderate,1
classical_classification_v1,1,30,validation,weekday,Tuesday,Severe,Heavy,83
classical_classification_v1,1,30,validation,weekday,Tuesday,Severe,Severe,206
classical_classification_v1,1,30,validation,weekday,Wednesday,Free-flow,Free-flow,2375
classical_classification_v1,1,30,validation,weekday,Wednesday,Free-flow,Moderate,162
classical_classification_v1,1,30,validation,weekday,Wednesday,Free-flow,Heavy,2
classical_classification_v1,1,30,validation,weekday,Wednesday,Free-flow,Severe,0
classical_classification_v1,1,30,validation,weekday,Wednesday,Moderate,Free-flow,91
classical_classification_v1,1,30,validation,weekday,Wednesday,Moderate,Moderate,617
classical_classification_v1,1,30,validation,weekday,Wednesday,Moderate,Heavy,92
classical_classification_v1,1,30,validation,weekday,Wednesday,Moderate,Severe,7
classical_classification_v1,1,30,validation,weekday,Wednesday,Heavy,Free-flow,3
classical_classification_v1,1,30,validation,weekday,Wednesday,Heavy,Moderate,48
classical_classification_v1,1,30,validation,weekday,Wednesday,Heavy,Heavy,249
classical_classification_v1,1,30,validation,weekday,Wednesday,Heavy,Severe,91
classical_classification_v1,1,30,validation,weekday,Wednesday,Severe,Free-flow,1
classical_classification_v1,1,30,validation,weekday,Wednesday,Severe,Moderate,2
classical_classification_v1,1,30,validation,weekday,Wednesday,Severe,Heavy,58
classical_classification_v1,1,30,validation,weekday,Wednesday,Severe,Severe,152
classical_classification_v1,1,30,validation,weekday_type,weekday,Free-flow,Free-flow,10459
classical_classification_v1,1,30,validation,weekday_type,weekday,Free-flow,Moderate,834
classical_classification_v1,1,30,validation,weekday_type,weekday,Free-flow,Heavy,2
classical_classification_v1,1,30,validation,weekday_type,weekday,Free-flow,Severe,0
classical_classification_v1,1,30,validation,weekday_type,weekday,Moderate,Free-flow,477
classical_classification_v1,1,30,validation,weekday_type,weekday,Moderate,Moderate,3671
classical_classification_v1,1,30,validation,weekday_type,weekday,Moderate,Heavy,585
classical_classification_v1,1,30,validation,weekday_type,weekday,Moderate,Severe,39
classical_classification_v1,1,30,validation,weekday_type,weekday,Heavy,Free-flow,3
classical_classification_v1,1,30,validation,weekday_type,weekday,Heavy,Moderate,242
classical_classification_v1,1,30,validation,weekday_type,weekday,Heavy,Heavy,1558
classical_classification_v1,1,30,validation,weekday_type,weekday,Heavy,Severe,630
classical_classification_v1,1,30,validation,weekday_type,weekday,Severe,Free-flow,1
classical_classification_v1,1,30,validation,weekday_type,weekday,Severe,Moderate,6
classical_classification_v1,1,30,validation,weekday_type,weekday,Severe,Heavy,412
classical_classification_v1,1,30,validation,weekday_type,weekday,Severe,Severe,1031
classical_classification_v1,1,30,validation,weekday_type,weekend,Free-flow,Free-flow,4984
classical_classification_v1,1,30,validation,weekday_type,weekend,Free-flow,Moderate,207
classical_classification_v1,1,30,validation,weekday_type,weekend,Free-flow,Heavy,0
classical_classification_v1,1,30,validation,weekday_type,weekend,Free-flow,Severe,0
classical_classification_v1,1,30,validation,weekday_type,weekend,Moderate,Free-flow,130
classical_classification_v1,1,30,validation,weekday_type,weekend,Moderate,Moderate,1658
classical_classification_v1,1,30,validation,weekday_type,weekend,Moderate,Heavy,35
classical_classification_v1,1,30,validation,weekday_type,weekend,Moderate,Severe,0
classical_classification_v1,1,30,validation,weekday_type,weekend,Heavy,Free-flow,1
classical_classification_v1,1,30,validation,weekday_type,weekend,Heavy,Moderate,161
classical_classification_v1,1,30,validation,weekday_type,weekend,Heavy,Heavy,18
classical_classification_v1,1,30,validation,weekday_type,weekend,Heavy,Severe,0
classical_classification_v1,1,30,validation,weekday_type,weekend,Severe,Free-flow,0
classical_classification_v1,1,30,validation,weekday_type,weekend,Severe,Moderate,5
classical_classification_v1,1,30,validation,weekday_type,weekend,Severe,Heavy,1
classical_classification_v1,1,30,validation,weekday_type,weekend,Severe,Severe,0
classical_classification_v1,1,30,validation,peak_status,evening_peak,Free-flow,Free-flow,273
classical_classification_v1,1,30,validation,peak_status,evening_peak,Free-flow,Moderate,208
classical_classification_v1,1,30,validation,peak_status,evening_peak,Free-flow,Heavy,1
classical_classification_v1,1,30,validation,peak_status,evening_peak,Free-flow,Severe,0
classical_classification_v1,1,30,validation,peak_status,evening_peak,Moderate,Free-flow,40
classical_classification_v1,1,30,validation,peak_status,evening_peak,Moderate,Moderate,1258
classical_classification_v1,1,30,validation,peak_status,evening_peak,Moderate,Heavy,196
classical_classification_v1,1,30,validation,peak_status,evening_peak,Moderate,Severe,22
classical_classification_v1,1,30,validation,peak_status,evening_peak,Heavy,Free-flow,0
classical_classification_v1,1,30,validation,peak_status,evening_peak,Heavy,Moderate,98
classical_classification_v1,1,30,validation,peak_status,evening_peak,Heavy,Heavy,568
classical_classification_v1,1,30,validation,peak_status,evening_peak,Heavy,Severe,324
classical_classification_v1,1,30,validation,peak_status,evening_peak,Severe,Free-flow,0
classical_classification_v1,1,30,validation,peak_status,evening_peak,Severe,Moderate,2
classical_classification_v1,1,30,validation,peak_status,evening_peak,Severe,Heavy,179
classical_classification_v1,1,30,validation,peak_status,evening_peak,Severe,Severe,281
classical_classification_v1,1,30,validation,peak_status,morning_peak,Free-flow,Free-flow,39
classical_classification_v1,1,30,validation,peak_status,morning_peak,Free-flow,Moderate,42
classical_classification_v1,1,30,validation,peak_status,morning_peak,Free-flow,Heavy,1
classical_classification_v1,1,30,validation,peak_status,morning_peak,Free-flow,Severe,0
classical_classification_v1,1,30,validation,peak_status,morning_peak,Moderate,Free-flow,19
classical_classification_v1,1,30,validation,peak_status,morning_peak,Moderate,Moderate,949
classical_classification_v1,1,30,validation,peak_status,morning_peak,Moderate,Heavy,240
classical_classification_v1,1,30,validation,peak_status,morning_peak,Moderate,Severe,17
classical_classification_v1,1,30,validation,peak_status,morning_peak,Heavy,Free-flow,2
classical_classification_v1,1,30,validation,peak_status,morning_peak,Heavy,Moderate,197
classical_classification_v1,1,30,validation,peak_status,morning_peak,Heavy,Heavy,615
classical_classification_v1,1,30,validation,peak_status,morning_peak,Heavy,Severe,304
classical_classification_v1,1,30,validation,peak_status,morning_peak,Severe,Free-flow,1
