task_type,model_version,target,horizon_windows,horizon_minutes,split,dimension,slice_value,rows,positive_rows,sufficient_support,rmse,mae,mape_percent,r_squared,bias,residual_standard_deviation,residual_q10,residual_median,residual_q90,interval_coverage,mean_interval_width,task,accuracy,precision,recall,f1,roc_auc,pr_auc,prevalence,mean_confidence,mean_normalized_entropy,macro_precision,macro_recall,macro_f1
regression,classical_regression_v1,travel_time,3,90,test,peak_status,morning_peak,3375,,True,2.146704425,1.1095524478,17.2894851133,0.7397552692,0.0578048312886,2.1459260215,-1.1774605918,0.088403621779,1.94940563096,0.72237037037,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,test,peak_status,off_peak,20275,,True,0.8027895147,0.3130858126,7.453369639,0.8567065282,0.0081026719038,0.802748622921,-0.277580325727,0.0241272897963,0.351999106876,0.937410604192,1.98800248782,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,test,weather_condition,Clear,20380,,True,1.0462006194,0.4050839743,8.6778696498,0.8195635878,0.00371270584733,1.0461940316,-0.341263773435,0.027527262164,0.445914318321,0.91452404318,1.98808692151,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,test,weather_condition,Cloudy,4416,,True,1.25833223,0.5259266926,10.0988800739,0.8392797863,0.0538020901657,1.25718150489,-0.35211776528,0.0413063120996,0.710383729962,0.86865942029,1.98825766907,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,test,weather_condition,Fog,166,,True,1.6076466366,0.8215807399,13.8502054183,0.7436456472,0.0967574617278,1.60473228354,-0.686079632393,0.0695518965804,1.27425506074,0.777108433735,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,test,weather_condition,Overcast,970,,True,1.013450317,0.4213410299,8.6368396455,0.8583665861,0.0419064761568,1.01258352356,-0.298747421909,0.0520593583552,0.49339567492,0.917525773196,1.98827995605,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,test,weather_condition,Rain,1168,,True,0.9309981522,0.431980233,10.3599660717,0.7649431898,0.160052035905,0.917137342648,-0.33657768346,-0.00238231679144,0.850328326047,0.895547945205,1.98851853292,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,test,actual_congestion,Free-flow,16317,,True,0.1934516176,0.1324672806,4.9948730662,0.962062914,0.0289942014004,0.191266475441,-0.175683335556,0.0268833685335,0.233501345589,0.998835570264,1.98785760313,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,test,actual_congestion,Heavy,2653,,True,1.6967560183,1.1615532529,22.8212297633,0.3317569803,0.628929488139,1.57588980723,-0.924855210397,0.344241387779,2.52337769298,0.594421409725,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,test,actual_congestion,Moderate,6567,,True,0.6196248304,0.3536490643,9.9955767957,0.7911920023,0.149545826495,0.601307721768,-0.344797452852,0.0527431678263,0.678252057566,0.937109791381,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,test,actual_congestion,Severe,1563,,True,3.6625693337,2.5990127834,23.3793522674,0.5336184494,-1.64223223614,3.27375738362,-6.22068553713,-1.06263425011,1.77838740559,0.326295585413,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,overall,all,27100,,True,1.0870033994,0.4356693844,9.6989379678,0.783648096,0.0414257794555,1.08621374287,-0.321480911112,0.0290911520383,0.564627589879,0.900036900369,1.98815116097,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-001,1084,,True,1.0610482098,0.4106053004,9.4264916434,0.6755704214,0.00573618492795,1.06103270434,-0.281422362907,0.0457667788958,0.515461567627,0.917896678967,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-002,1084,,True,0.4745039686,0.1908102956,10.5458282514,0.6088482398,0.0178179670101,0.474169311779,-0.143441524162,0.00979240969191,0.239654938997,0.957564575646,1.98633788667,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-003,1084,,True,1.1191146262,0.4658772043,10.3283420594,0.647181657,0.0362946010719,1.1185259266,-0.324754736276,0.0376577477485,0.620999981382,0.887453874539,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-004,1084,,True,0.4881997342,0.2098439069,11.7767173308,0.579660379,0.0470680980692,0.485925482554,-0.140757827056,0.0104562921286,0.354542217914,0.944649446494,1.98020477435,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-005,1084,,True,0.5890037304,0.2579559193,10.9529370107,0.6562993236,0.0460917395003,0.587197535697,-0.177245665129,0.0174015734468,0.38458327426,0.931734317343,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-006,1084,,True,1.0140751129,0.4552515964,10.5918812529,0.6954947678,0.0397355709485,1.0132963135,-0.332665729223,0.0406910547885,0.612025357687,0.887453874539,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-007,1084,,True,0.5350326811,0.2329226789,10.1451278885,0.7076896399,0.0384347550123,0.533650390617,-0.173483052545,0.0226120842409,0.306497307011,0.940036900369,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-008,1084,,True,1.5782107005,0.6535766679,9.5835394035,0.706750248,0.085665493349,1.57588401803,-0.400316487565,0.0681483230245,0.924179129992,0.864391143911,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-009,1084,,True,1.0075602754,0.4714304327,10.1684093092,0.6962223411,0.0708419850788,1.005066725,-0.379677195156,0.0433411353706,0.670078154772,0.881918819188,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-010,1084,,True,1.4574308384,0.5875670052,8.6537207884,0.7181264724,0.0541828117024,1.4564233147,-0.446120159008,0.0474601867297,0.757843546883,0.875461254613,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-011,1084,,True,1.3930685941,0.5787190372,8.1377603668,0.749088998,-0.0345058970843,1.39264117811,-0.473211572657,0.0307434681586,0.612307875265,0.877306273063,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-012,1084,,True,1.3404525595,0.5667207647,9.3416678356,0.7116043802,0.0207837083731,1.34029142415,-0.45676713645,0.0416346117041,0.738665148351,0.875461254613,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-013,1084,,True,1.1153195891,0.5050162154,11.905286777,0.635878509,0.216335291633,1.09413748107,-0.263937175356,0.0556319497848,0.960711873343,0.873616236162,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-014,1084,,True,0.7669919837,0.3308281423,9.3581387169,0.6861712275,0.0849074013549,0.762277794668,-0.222342544711,0.0294177995495,0.445421642474,0.919741697417,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-015,1084,,True,0.6728140027,0.2813191134,9.179094736,0.6952606055,-0.0570196142261,0.670393500754,-0.292260510878,0.0197924744388,0.284476074197,0.937269372694,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-016,1084,,True,0.9219240506,0.384768819,9.344624689,0.690766013,0.0296046516792,0.921448598523,-0.292886695631,0.0188066466348,0.487405995131,0.907749077491,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-017,1084,,True,0.5967788259,0.2610613176,10.1017191818,0.7068497423,0.0727802152742,0.592324241749,-0.168020923776,0.0288047292209,0.390936535236,0.939114391144,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-018,1084,,True,1.5533688153,0.6357068938,8.6872651002,0.6955321389,-0.172816191717,1.54372576592,-0.777380448633,0.00318456549782,0.539683257841,0.857011070111,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-019,1084,,True,1.3801170309,0.5722954981,10.1623338306,0.6525413217,-0.00566652520144,1.38010539801,-0.406158861274,0.047250616249,0.683619788306,0.873616236162,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-020,1084,,True,1.18636691,0.4985435423,8.7816318585,0.7346426924,0.0825193700472,1.18349355666,-0.303436082471,0.0500937286401,0.713847857399,0.882841328413,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-021,1084,,True,1.3037410606,0.5225195141,9.1902051206,0.7144027847,0.0618214631451,1.30227449478,-0.338397461899,0.0562653139656,0.669360377077,0.897601476015,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-022,1084,,True,1.0319484949,0.4704120665,8.5279754218,0.7680747677,0.104893498117,1.02660364807,-0.361434772631,0.0244794451833,0.634833991511,0.894833948339,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-023,1084,,True,0.7885510673,0.3316896095,9.600574509,0.6506295885,0.0656891843523,0.785810229548,-0.215746061553,0.0322660318767,0.436634789521,0.917896678967,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-024,1084,,True,1.4068795038,0.5681570712,8.9718696605,0.6851927502,0.0671966081472,1.40527383593,-0.385706195528,0.0202129685755,0.864814886515,0.867158671587,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,road_id,NL-025,1084,,True,1.0424731474,0.4481359974,9.0103064526,0.7343671599,0.0572521158241,1.04089983104,-0.314163076646,0.0283348641907,0.589682438284,0.891143911439,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,0,1150,,True,0.135223061,0.1037389316,4.2444714909,0.9776977727,0.0118647459726,0.134701536874,-0.153017776665,0.0127538740875,0.175082082656,1,1.98687745711,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,1,1150,,True,0.1353829527,0.1014487381,4.1110473472,0.9778166438,0.00917586616007,0.135071637908,-0.156023111633,0.011735146138,0.172183393912,1,1.98692994229,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,2,1150,,True,0.1438037279,0.1084895746,4.3387805297,0.9752347657,0.00623622935976,0.143668443325,-0.171555688425,0.00959342273396,0.174872205517,0.999130434783,1.98722167699,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,3,1150,,True,0.1469728047,0.1104050966,4.44550925,0.9745001071,0.00676038972509,0.146817241696,-0.170857021145,0.0100105530535,0.178190164935,1,1.98817891592,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,4,1150,,True,0.1601905491,0.1221853529,4.7012881934,0.9716042223,0.0063364753027,0.160065177646,-0.181058690973,0.0101178866541,0.199714946425,1,1.98849094483,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,5,1150,,True,0.3132509916,0.2174049918,6.9394313466,0.9313923208,0.0206152043767,0.312571907064,-0.317021189574,0.0186350021506,0.34883254865,0.990434782609,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,6,1150,,True,2.0867958887,1.2390940716,21.4050711431,0.600763403,0.0719810106625,2.08555407867,-1.60262203138,0.21276436007,1.93934491285,0.630434782609,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,7,1100,,True,3.4978694969,2.4992958338,33.6992686423,0.5641855639,0.070465187153,3.49715965812,-4.76756420552,0.372969886437,3.74438880433,0.361818181818,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,8,1100,,True,1.5120561505,0.8801414505,19.793036529,0.5922920272,0.173898383226,1.50202302068,-0.96800218947,0.153629498632,1.51364734351,0.732727272727,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,9,1100,,True,0.3344757485,0.2363847824,7.5468501381,0.9218882874,0.0160827735662,0.334088866542,-0.348774329274,0.0319977990725,0.38381248698,0.981818181818,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,10,1100,,True,0.2312063664,0.1703039687,6.0456977892,0.9518838072,0.0472334056504,0.226330265848,-0.21777851335,0.0461793765458,0.297371066427,0.997272727273,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,11,1100,,True,0.2152041699,0.1581395022,5.6201895353,0.9569246635,0.0376391724261,0.211887062919,-0.198786969477,0.0363070795719,0.283954985644,1,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,12,1100,,True,0.2075422389,0.1550865479,5.426050016,0.9606345069,0.0309947376384,0.205214783027,-0.199273428004,0.0254443403756,0.287654978473,1,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,13,1100,,True,0.2287712192,0.1685560814,5.694278387,0.9569336667,-0.00424276942408,0.2287318728,-0.278042440998,0.0100530301131,0.24827340128,0.999090909091,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,14,1100,,True,0.3853677323,0.2742111046,8.2041906953,0.908026505,0.0373321430405,0.383555211442,-0.391395750779,0.0349436990642,0.477954668238,0.973636363636,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,15,1100,,True,1.129706217,0.7561952464,17.2795039383,0.7064067379,0.243716814614,1.10310391665,-0.765303294662,0.192839706526,1.40891064291,0.738181818182,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,16,1100,,True,2.3565175785,1.4572290612,23.3016257268,0.553640061,-0.0866492282747,2.35492399215,-2.3862833354,0.167075851982,2.14951287691,0.533636363636,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,17,1150,,True,1.4506164453,0.9472144272,19.8606473695,0.6175516547,0.159400844278,1.44183197433,-1.21857448664,0.168869035212,1.69181790022,0.669565217391,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,18,1150,,True,0.4519797733,0.278586098,8.916685686,0.8636555103,0.0962690232694,0.441608413196,-0.295802545543,0.0640872619521,0.506013700803,0.96347826087,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,19,1150,,True,0.1885755047,0.1397641426,5.2409933928,0.9629240731,0.0200953906197,0.187501723322,-0.197952727196,0.0183641467727,0.238912180422,1,1.98854633758,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,20,1150,,True,0.1565069264,0.1172553728,4.584976297,0.972068623,-0.00183781788703,0.156496135551,-0.199016065814,0.0024043998856,0.184004738407,1,1.98803521179,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,21,1150,,True,0.1414854467,0.1054029845,4.2271337907,0.976422798,0.00066593890315,0.141483879478,-0.172740224585,0.0144668016903,0.160465936738,1,1.98742317866,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,22,1150,,True,0.1435263074,0.1093209186,4.4742837703,0.9753332524,0.0140211471487,0.142839799596,-0.160624211698,0.0202796129224,0.18913901172,1,1.98705668934,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,origin_hour,23,1150,,True,0.1385090896,0.1045087603,4.222252906,0.9770031862,0.0127815883407,0.137918087645,-0.168584268178,0.0165712029769,0.18225763078,1,1.98699508467,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weekday,Friday,3950,,True,1.2359731167,0.4998166337,9.711887168,0.782724786,0.0119894949846,1.23591496358,-0.366778544857,0.0276158116448,0.650478467503,0.878734177215,1.98815332791,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weekday,Monday,3600,,True,1.2460593068,0.5268785065,10.4711096858,0.7737435567,0.0430540195058,1.24531528035,-0.361976850729,0.0280429776238,0.783706313268,0.8675,1.98819733401,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weekday,Saturday,3600,,True,0.317228692,0.1848879672,5.9743112173,0.9307968328,0.00743612287257,0.317141525319,-0.257898639322,0.0150243542139,0.273928993118,0.987777777778,1.98799545375,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weekday,Sunday,3600,,True,0.2811423181,0.1755363318,5.7545321321,0.945209399,0.0256688223744,0.279968059978,-0.225018618481,0.0255947936599,0.291409358533,0.986388888889,1.98807127968,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weekday,Thursday,4800,,True,1.2148941983,0.5001409793,9.7611878562,0.7908222043,-0.001471092531,1.21489330761,-0.401920337323,0.0217337438735,0.65358391106,0.879166666667,1.98821812583,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weekday,Tuesday,3600,,True,1.3511004661,0.5348802331,10.0747979128,0.7554447747,-0.0229949876915,1.35090477093,-0.411093031417,0.0231226626989,0.679136138873,0.871666666667,1.98825786895,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weekday,Wednesday,3950,,True,1.2420702167,0.5852731582,15.5535340484,0.7070199199,0.225557226528,1.22141817607,-0.276053653445,0.0720252105771,1.24964527216,0.843544303797,1.98814299797,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weekday_type,weekday,19900,,True,1.2556183288,0.5280961227,11.0863006467,0.7666023013,0.050425166852,1.25460539222,-0.365165293463,0.033389729691,0.78262718646,0.868542713568,1.98819378,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weekday_type,weekend,7200,,True,0.2997290827,0.1802121495,5.8644216747,0.9379790856,0.0165524726235,0.29927168038,-0.239631545292,0.0211251940937,0.282389155486,0.987083333333,1.98803336672,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,peak_status,evening_peak,3450,,True,0.883955977,0.4551882226,11.3394421494,0.7741788275,0.0919217527225,0.879163557387,-0.43105404845,0.0509666471222,0.79209813045,0.87768115942,1.98856577523,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,peak_status,morning_peak,3300,,True,2.208565058,1.2052740222,20.3463851032,0.6932628972,0.0868154479819,2.20685810446,-1.38446171072,0.0905375236159,2.28755993315,0.692121212121,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,peak_status,off_peak,20350,,True,0.8062519456,0.3075595418,7.6942050453,0.812254313,0.0255045502709,0.805848445864,-0.257063098185,0.0234102319117,0.366095153746,0.937542997543,1.98801205933,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weather_condition,Clear,20308,,True,1.085690935,0.4227603659,9.081286945,0.7900614411,0.0194341197731,1.08551698343,-0.331105956638,0.0254937527049,0.506179320677,0.907474886744,1.98815585766,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weather_condition,Cloudy,5016,,True,1.1347006447,0.4865740876,11.6345770424,0.7617260943,0.0971095232294,1.13053761264,-0.305512616306,0.0450742388859,0.786117361162,0.875598086124,1.98812083024,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weather_condition,Fog,176,,True,1.503998404,0.8109104934,26.152605998,0.2164471568,0.467669822397,1.42943909857,-0.40924133201,0.043735252339,2.8490327229,0.772727272727,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weather_condition,Overcast,856,,True,0.8485775289,0.3511452219,8.7138557443,0.8231909463,0.058304695093,0.846572138152,-0.238575922243,0.0398272094621,0.482169810827,0.913551401869,1.98800713355,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,weather_condition,Rain,744,,True,0.9057333774,0.4533153593,10.7493091823,0.7846613566,0.146035541174,0.89388286242,-0.326471040361,0.0217854096183,0.944462271052,0.876344086022,1.98829277838,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,actual_congestion,Free-flow,16486,,True,0.2979615693,0.1519098539,5.71683499,0.9086398521,0.0533081674092,0.293154116563,-0.16998128568,0.0274250519333,0.25174362038,0.990234138057,1.98787796727,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,actual_congestion,Heavy,2587,,True,1.6080360469,1.1201571065,22.0451740678,0.39838685,0.613680146964,1.48632991129,-0.883057210379,0.358444103156,2.51879141742,0.608813297256,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,actual_congestion,Moderate,6594,,True,0.7474623918,0.3959005722,11.5735069584,0.689943609,0.196560676652,0.721154579501,-0.338164936469,0.0451186643803,0.808707142844,0.917197452229,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,3,90,validation,actual_congestion,Severe,1433,,True,3.7529792181,2.6474805716,24.5965855442,0.4041060613,-1.84222712261,3.26971745575,-6.19535706596,-1.22278413141,1.62739432128,0.309141660851,1.98857549405,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,overall,all,27075,,True,1.1015849175,0.4381270522,9.2029608944,0.8184442912,0.0249268037242,1.10130285794,-0.353680804888,0.0323491407052,0.49344793058,0.90190212373,1.95065810738,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-001,1083,,True,0.9192578138,0.3738782426,8.7534796797,0.7682170297,0.0146899448432,0.919140431972,-0.306794529664,0.0484258298548,0.398356698607,0.919667590028,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-002,1083,,True,0.5263546279,0.2069191786,10.4189820399,0.6312193957,0.0487626465457,0.524091021313,-0.131483874173,0.0155859201774,0.250958254999,0.946445060018,1.95073925509,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-003,1083,,True,1.0985628097,0.4483239499,9.5489032203,0.7393899221,0.020481803895,1.09837185985,-0.310243219469,0.0328941706283,0.567718488953,0.896583564174,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-004,1083,,True,0.5178793559,0.196258548,10.062415831,0.6455905611,0.0142801157732,0.517682436972,-0.152360435866,0.0124631699471,0.22116343126,0.964912280702,1.9478400259,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-005,1083,,True,0.5584690632,0.2466888005,10.4891056224,0.7457381234,0.0594863068954,0.555291881649,-0.163555952434,0.0343145800952,0.344210744295,0.940904893813,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-006,1083,,True,0.9946965727,0.4569492302,10.187035136,0.7581875702,0.0650336657061,0.992568332204,-0.359807455325,0.0510185015388,0.617844229845,0.887349953832,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-007,1083,,True,0.6422016215,0.2362587087,9.7733673763,0.6475476198,0.0580247146532,0.63957490188,-0.146920697056,0.0345671084252,0.292019929269,0.945521698984,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-008,1083,,True,1.465398539,0.6252615288,8.9122338065,0.7707286925,0.0619204730917,1.4640897285,-0.402412822137,0.0538355118678,0.852801084133,0.865189289012,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-009,1083,,True,1.1939402865,0.4995049438,9.5742640063,0.7525165345,-0.042932723623,1.19316813106,-0.447293505389,0.0269995696141,0.480295435969,0.890120036934,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-010,1083,,True,1.6134342614,0.6532268727,8.1747708851,0.7807149404,-0.121769361967,1.60883260107,-0.602223543123,0.0436765153456,0.543080359871,0.868882733149,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-011,1083,,True,1.3518089704,0.5675085419,7.6349243398,0.8170363207,-0.0646290370114,1.35026315213,-0.541950364945,0.0296234399741,0.52449497295,0.87811634349,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-012,1083,,True,1.2673063699,0.5660107666,9.0180507901,0.784011859,-0.0240801357133,1.2670775755,-0.51989075699,0.0410470244672,0.593735924182,0.866112650046,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-013,1083,,True,1.1595900591,0.4959806852,10.4240007205,0.7090225958,0.159200493068,1.14860972836,-0.279734424113,0.0611564092414,0.763605858318,0.887349953832,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-014,1083,,True,0.7310719115,0.3166857087,8.3872309186,0.8075422686,0.0469478317834,0.729562910854,-0.245684106,0.0209662346089,0.330762144137,0.918744228994,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-015,1083,,True,0.685899923,0.2880961688,9.5028751921,0.7073237902,-0.0253144035359,0.685432626456,-0.299991236527,0.0124103242132,0.287624521514,0.929824561404,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-016,1083,,True,0.9244489075,0.3860727879,8.9679484404,0.7412754768,0.00988737337358,0.924396031136,-0.341079334545,0.0271390014795,0.383440816421,0.908587257618,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-017,1083,,True,0.8008411646,0.2798105691,9.5207891996,0.5318502829,0.125671838113,0.790919186798,-0.153021938282,0.0332953921065,0.445615183244,0.936288088643,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-018,1083,,True,1.404563569,0.5974593208,8.3004508024,0.7778139243,-0.0850723126337,1.40198485051,-0.715803608542,0.0177012952296,0.513732744122,0.870729455217,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-019,1083,,True,1.3283602783,0.5541324426,9.5267899022,0.7540558203,-0.05304259531,1.3273008371,-0.475439633034,0.0502594124956,0.581528811185,0.877192982456,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-020,1083,,True,1.2951599162,0.5223802528,8.4966258167,0.7600231224,0.0330048454858,1.29473931307,-0.399660777445,0.0356899245339,0.520598358135,0.8891966759,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-021,1083,,True,1.3687832651,0.5728515142,9.5132158428,0.7092124548,0.0690410721436,1.36704094933,-0.41777081899,0.0295691530128,0.624021940415,0.877192982456,1.9507771045,,,,,,,,,,,,,
regression,classical_regression_v1,travel_time,4,120,test,road_id,NL-022,1083,,True,1.1926816306,0.4921953525,7.9918789733,0.8006810373,0.0576054552229,1.19128967239,-0.354702563178,0.0503132264872,0.56053964348,0.892890120037,1.9507771045,,,,,,,,,,,,,
