task_type,model_version,target,horizon_windows,horizon_minutes,split,dimension,slice_value,rows,positive_rows,sufficient_support,rmse,mae,mape_percent,r_squared,bias,residual_standard_deviation,residual_q10,residual_median,residual_q90,interval_coverage,mean_interval_width,task,accuracy,precision,recall,f1,roc_auc,pr_auc,prevalence,mean_confidence,mean_normalized_entropy,macro_precision,macro_recall,macro_f1
regression,classical_regression_v1,speed,1,30,test,road_id,NL-015,1086,,True,3.9960259984,3.0376909753,9.9260424703,0.8773740091,0.509718008876,3.96338382339,-4.27208710067,0.490843223725,5.32938572687,0.872007366483,11.7229842228,,,,,,,,,,,,,
regression,classical_regression_v1,speed,1,30,test,road_id,NL-016,1086,,True,3.7518629721,2.8576249782,9.2386270848,0.8967018922,0.0642120134121,3.75131344718,-4.41474533323,-0.0580128680123,4.79390917468,0.891344383057,11.7229842228,,,,,,,,,,,,,
regression,classical_regression_v1,speed,1,30,test,road_id,NL-017,1086,,True,3.4088818663,2.6322046169,7.7138880937,0.9119975786,-0.431623330286,3.38144597464,-4.42786171351,-0.407102422372,3.62099240854,0.924493554328,11.7229842228,,,,,,,,,,,,,
regression,classical_regression_v1,speed,1,30,test,road_id,NL-018,1086,,True,3.6747245145,2.7712933614,8.4574816561,0.8949215318,-0.0978482428121,3.67342156292,-4.19039476432,-0.0271175488241,4.35298584742,0.89226519337,11.7229842228,,,,,,,,,,,,,
regression,classical_regression_v1,speed,1,30,test,road_id,NL-019,1086,,True,4.0209751158,2.9186426544,10.0489599876,0.8895688428,0.212096964642,4.01537741186,-4.04109422136,0.0984217348034,4.72207968464,0.886740331492,11.7229842228,,,,,,,,,,,,,
regression,classical_regression_v1,speed,1,30,test,road_id,NL-020,1086,,True,3.58322564,2.7114654425,8.5514082213,0.905291088,-0.176337851981,3.5788840368,-4.55894658567,-0.33195016282,4.06995906568,0.913443830571,11.7229842228,,,,,,,,,,,,,
regression,classical_regression_v1,speed,1,30,test,road_id,NL-021,1086,,True,3.6653651495,2.7811476433,8.8011569532,0.8967530288,0.1005400105,3.66398599689,-4.20757151571,0.0224233398262,4.523966378,0.896869244936,11.7229842228,,,,,,,,,,,,,
regression,classical_regression_v1,speed,1,30,test,road_id,NL-022,1086,,True,3.454313905,2.6645133361,8.0187737562,0.9087697332,-0.504955086098,3.41720718064,-4.60955567488,-0.432308639684,3.62222666079,0.921731123389,11.7229842228,,,,,,,,,,,,,
regression,classical_regression_v1,speed,1,30,test,road_id,NL-023,1086,,True,3.6607988748,2.75438619,8.6910161033,0.9005137051,-0.315576598089,3.64717148108,-4.60568563455,-0.299240603004,3.98194141209,0.911602209945,11.7229842228,,,,,,,,,,,,,
regression,classical_regression_v1,speed,1,30,test,road_id,NL-024,1086,,True,3.9283450963,2.9048542067,9.3341037784,0.8853084189,-0.175813771676,3.92440883616,-4.60633283008,-0.205738012227,4.23656491802,0.895948434622,11.7229842228,,,,,,,,,,,,,
