horizon_windows,horizon_minutes,split,dimension,slice_value,rows,sufficient_support,deep_rmse,classical_rmse,rmse_delta_deep_minus_classical,deep_mae,classical_mae,mean_absolute_error_delta,deep_row_win_rate
2,60,test,weekday,Wednesday,3600,True,61.4477068393,61.8335856921,-0.3858788528,42.7787626341,42.9720321057,-0.193269471588,0.496944444444
2,60,test,weekday_type,weekday,18200,True,65.5891169005,67.4206312881,-1.8315143876,44.7837693145,45.3343014242,-0.550532109688,0.49
2,60,test,weekday_type,weekend,8300,True,48.7377223895,50.7707887546,-2.0330663651,33.0497870821,33.9523315389,-0.902544456793,0.497108433735
2,60,test,peak_status,evening_peak,3300,True,77.224776986,80.764504454,-3.539727468,57.2999268491,59.9052011591,-2.60527430995,0.536363636364
2,60,test,peak_status,morning_peak,3300,True,94.2141912639,97.0156319812,-2.8014407173,70.0266456454,72.1378327521,-2.11118710668,0.503939393939
2,60,test,peak_status,off_peak,19900,True,49.6413100723,50.8906829461,-1.2493728738,33.6281479937,33.7259610948,-0.0978131011465,0.482964824121
2,60,test,weather_condition,Clear,19908,True,60.6571043974,62.2430755507,-1.5859711533,40.6585321677,41.0354625323,-0.376930364592,0.485633916014
2,60,test,weather_condition,Cloudy,4312,True,60.2649742887,62.1271382629,-1.8621639742,41.2365035323,42.2928788914,-1.05637535906,0.506029684601
2,60,test,weather_condition,Fog,166,True,86.0510295666,99.284300188,-13.2332706214,63.3629224635,69.5467076577,-6.18378519421,0.530120481928
2,60,test,weather_condition,Overcast,946,True,58.7987261195,59.8632248693,-1.0644987498,40.7968392979,41.9994969665,-1.20265766859,0.506342494715
2,60,test,weather_condition,Rain,1168,True,62.7775227602,67.5283243791,-4.7508016189,45.3971897045,48.211882037,-2.81469233255,0.536815068493
2,60,test,actual_congestion,Free-flow,16098,True,38.9568638591,39.9316973014,-0.9748334423,26.3566904968,26.5859332218,-0.229242724946,0.487948813517
2,60,test,actual_congestion,Heavy,2536,True,82.6463540159,89.7253148765,-7.0789608606,64.8189536323,69.4333933772,-4.61443974489,0.542192429022
2,60,test,actual_congestion,Moderate,6331,True,70.9258742343,74.4757725684,-3.5498983341,53.9744029723,55.9172823003,-1.94287932801,0.511135681567
2,60,test,actual_congestion,Severe,1535,True,126.1038965,122.20142512,3.9024713799,103.579816977,96.9465047832,6.63331219358,0.37654723127
2,60,validation,overall,all,26500,True,58.8065503963,61.2647868661,-2.4582364698,40.1469363446,41.2817598517,-1.13482350702,0.494150943396
2,60,validation,road_id,NL-001,1060,True,59.7350127183,62.4582368152,-2.7232240969,39.9112084834,40.5963141462,-0.685105662808,0.464150943396
2,60,validation,road_id,NL-002,1060,True,72.9164509738,73.4140921504,-0.4976411766,51.6560619382,51.1321916569,0.523870281314,0.466981132075
2,60,validation,road_id,NL-003,1060,True,55.7710008967,57.788944406,-2.0179435093,38.4298121189,39.9787754116,-1.54896329273,0.508490566038
2,60,validation,road_id,NL-004,1060,True,70.9129177723,75.0491762198,-4.1362584475,49.8751334665,52.8222307703,-2.94709730377,0.495283018868
2,60,validation,road_id,NL-005,1060,True,69.0078885409,70.6772117518,-1.6693232109,48.3299320277,49.9511474538,-1.62121542615,0.512264150943
2,60,validation,road_id,NL-006,1060,True,76.3120944702,80.7997623134,-4.4876678432,53.1554199336,56.5017754653,-3.34635553172,0.498113207547
2,60,validation,road_id,NL-007,1060,True,56.39290673,62.1160909499,-5.7231842199,38.2095204198,40.8123155913,-2.60279517148,0.512264150943
2,60,validation,road_id,NL-008,1060,True,63.2958382457,64.3542787899,-1.0584405442,43.4768477739,44.5498871421,-1.07303936819,0.502830188679
2,60,validation,road_id,NL-009,1060,True,48.9872623498,52.7721411143,-3.7848787645,34.6276780794,37.0414083517,-2.41373027228,0.511320754717
2,60,validation,road_id,NL-010,1060,True,62.8824568432,65.2797805175,-2.3973236743,42.4314785449,44.02331938,-1.59184083512,0.508490566038
2,60,validation,road_id,NL-011,1060,True,50.241352774,51.0334944729,-0.7921416989,34.8019065683,34.7636022579,0.0383043103296,0.483962264151
2,60,validation,road_id,NL-012,1060,True,39.0791408737,41.2970438827,-2.217903009,27.6429607435,28.4545597151,-0.811598971568,0.51320754717
2,60,validation,road_id,NL-013,1060,True,43.0017421159,44.394393207,-1.3926510911,30.4991953437,31.2665142492,-0.767318905546,0.516981132075
2,60,validation,road_id,NL-014,1060,True,64.9359791482,66.0643719769,-1.1283928287,44.3955985711,45.1267380329,-0.731139461789,0.480188679245
2,60,validation,road_id,NL-015,1060,True,64.4562507015,66.3009770077,-1.8447263062,46.8927587427,47.2874830196,-0.394724276934,0.466037735849
2,60,validation,road_id,NL-016,1060,True,65.2523993779,67.2683272271,-2.0159278492,45.138301973,46.5075999812,-1.36929800821,0.525471698113
2,60,validation,road_id,NL-017,1060,True,47.6774305515,50.1031974339,-2.4257668824,33.6723999456,34.634519525,-0.962119579417,0.479245283019
2,60,validation,road_id,NL-018,1060,True,42.3268904314,44.2037993755,-1.8769089441,29.7678346873,30.0487019966,-0.280867309316,0.487735849057
2,60,validation,road_id,NL-019,1060,True,79.6407376054,84.3279534576,-4.6872158522,54.9170173424,56.1208668663,-1.20384952388,0.487735849057
2,60,validation,road_id,NL-020,1060,True,43.172375644,45.2471875645,-2.0748119205,30.6487959077,30.8243126277,-0.175516720047,0.462264150943
2,60,validation,road_id,NL-021,1060,True,52.5153554141,53.6231236548,-1.1077682407,36.5750474717,37.2175710727,-0.642523601063,0.48679245283
2,60,validation,road_id,NL-022,1060,True,51.0030385895,56.0936368869,-5.0905982974,34.971762182,35.5606177085,-0.588855526509,0.464150943396
2,60,validation,road_id,NL-023,1060,True,62.8415887841,64.762492711,-1.9209039269,44.1898905887,45.1201249115,-0.930234322812,0.498113207547
2,60,validation,road_id,NL-024,1060,True,51.712214342,53.6684918536,-1.9562775116,35.0220091976,36.418737001,-1.39672780337,0.528301886792
2,60,validation,road_id,NL-025,1060,True,50.2169946545,52.1184799728,-1.9014853183,34.4348365644,35.2826819569,-0.847845392474,0.493396226415
2,60,validation,origin_hour,0,1100,True,23.0605367996,19.900456941,3.1600798586,17.917068248,15.6757212232,2.24134702486,0.442727272727
2,60,validation,origin_hour,1,1100,True,21.9756577797,20.1260467385,1.8496110412,16.9547219787,15.2204684785,1.73425350022,0.428181818182
2,60,validation,origin_hour,2,1100,True,22.650381625,20.8876909571,1.7626906679,17.2781514885,15.5865692063,1.6915822822,0.42
2,60,validation,origin_hour,3,1100,True,23.7777998626,22.354005769,1.4237940936,17.9635084763,16.50804292,1.45546555632,0.439090909091
2,60,validation,origin_hour,4,1125,True,27.2737748996,27.3128525884,-0.0390776888,20.5037296381,20.2912722002,0.212457437985,0.486222222222
2,60,validation,origin_hour,5,1150,True,47.5684926479,46.3783874405,1.1901052074,35.2517258364,34.755522176,0.496203660351,0.473913043478
2,60,validation,origin_hour,6,1125,True,77.2294951418,80.3841021099,-3.1546069681,58.2196647362,61.6107049175,-3.39104018131,0.532444444444
2,60,validation,origin_hour,7,1100,True,99.9510697584,104.011437444,-4.0603676853,76.332639436,80.8821281914,-4.5494887554,0.538181818182
2,60,validation,origin_hour,8,1100,True,97.8350691574,102.024388464,-4.1893193064,72.6915805463,75.2588106668,-2.56723012055,0.513636363636
2,60,validation,origin_hour,9,1100,True,68.5742159764,78.9694157328,-10.3951997564,52.1241849855,58.6252138766,-6.50102889109,0.534545454545
2,60,validation,origin_hour,10,1100,True,53.2611394562,59.1064987823,-5.8453593261,40.3643756357,44.1510641052,-3.78668846953,0.563636363636
2,60,validation,origin_hour,11,1100,True,46.147807643,45.6831249047,0.4646827383,34.8097812475,34.5527068259,0.25707442162,0.494545454545
2,60,validation,origin_hour,12,1100,True,45.6778249956,45.5854503386,0.092374657,34.5168032959,34.9592035981,-0.442400302233,0.505454545455
2,60,validation,origin_hour,13,1100,True,49.4405278643,51.1990441489,-1.7585162846,36.9058456881,38.4580781844,-1.55223249633,0.541818181818
2,60,validation,origin_hour,14,1100,True,57.9194550365,60.1346988046,-2.2152437681,43.1171134999,44.9611290185,-1.84401551851,0.527272727273
2,60,validation,origin_hour,15,1100,True,78.6994541455,80.1304871312,-1.4310329857,59.4325209317,60.9981160168,-1.5655950851,0.514545454545
2,60,validation,origin_hour,16,1100,True,94.1090315827,95.5072176071,-1.3981860244,73.4072207044,74.2670446099,-0.859823905474,0.501818181818
2,60,validation,origin_hour,17,1100,True,93.021752722,96.0855131531,-3.0637604311,73.8310065786,76.6308625407,-2.79985596202,0.525454545455
2,60,validation,origin_hour,18,1100,True,72.727165948,78.4505028425,-5.7233368945,56.363682523,60.9983293143,-4.63464679131,0.554545454545
2,60,validation,origin_hour,19,1100,True,49.1441160126,58.7444261806,-9.600310168,37.3283917726,43.1756564169,-5.84726464433,0.55
2,60,validation,origin_hour,20,1100,True,34.5116191345,36.6185055244,-2.1068863899,26.3748601672,27.4945421601,-1.11968199294,0.498181818182
2,60,validation,origin_hour,21,1100,True,24.5652088168,25.7143515106,-1.1491426938,19.1054410817,18.9013143517,0.204126729951,0.466363636364
2,60,validation,origin_hour,22,1100,True,21.5840013143,20.6338137763,0.950187538,16.935387116,15.7816240278,1.15376308817,0.434545454545
2,60,validation,origin_hour,23,1100,True,34.7540520053,29.9522692053,4.8017828,26.0552689165,21.3297936388,4.72547527764,0.372727272727
2,60,validation,weekday,Friday,3925,True,59.0392925798,59.105187661,-0.0658950812,41.3129404516,40.8005669289,0.51237352271,0.47923566879
2,60,validation,weekday,Monday,3600,True,65.1402870344,67.1122614984,-1.971974464,44.1903759104,45.4597002741,-1.26932436363,0.498611111111
2,60,validation,weekday,Saturday,3600,True,50.8501491076,53.3622225145,-2.5120734069,33.4438898118,35.2350052799,-1.79111546806,0.518333333333
2,60,validation,weekday,Sunday,3600,True,44.5418206894,45.7390306116,-1.1972099222,31.9255202352,31.7008824984,0.224637736741,0.466666666667
2,60,validation,weekday,Thursday,4575,True,63.5222465111,64.1159763852,-0.5937298741,44.3938088453,44.6337551452,-0.239946299876,0.500327868852
2,60,validation,weekday,Tuesday,3600,True,62.4727645917,63.5066144801,-1.0338498884,43.6035484828,44.3200448828,-0.71649639999,0.498333333333
2,60,validation,weekday,Wednesday,3600,True,61.7432866923,71.5489679388,-9.8056812465,40.9030117801,45.9579729215,-5.05496114139,0.497222222222
2,60,validation,weekday_type,weekday,19300,True,62.4174536984,65.0555383861,-2.6380846877,42.9307739359,44.1967585527,-1.26598461675,0.494766839378
2,60,validation,weekday_type,weekend,7200,True,47.8001645112,49.6970105388,-1.8968460276,32.6847050235,33.4679438892,-0.783238865657,0.4925
2,60,validation,peak_status,evening_peak,3300,True,73.8408903995,79.2418551891,-5.4009647896,55.8410269581,60.2682827573,-4.42725579922,0.543333333333
2,60,validation,peak_status,morning_peak,3300,True,89.933939088,95.6791924118,-5.7452533238,67.0494683226,71.5887175783,-4.53924925568,0.528787878788
2,60,validation,peak_status,off_peak,19900,True,48.5770517604,49.3846260348,-0.8075742744,33.0831748094,33.1074640684,-0.0242892590402,0.480251256281
2,60,validation,weather_condition,Clear,19716,True,57.2670064842,59.2213529631,-1.9543464789,39.2659813718,40.0278920817,-0.761910709905,0.488892270237
2,60,validation,weather_condition,Cloudy,5008,True,62.7725896289,65.4825845911,-2.7099949622,42.8206196292,44.1406559084,-1.32003627919,0.494009584665
2,60,validation,weather_condition,Fog,176,True,80.4047185205,99.0329272136,-18.6282086931,46.7531947024,66.7291745596,-19.9759798572,0.670454545455
2,60,validation,weather_condition,Overcast,856,True,55.3604596744,58.9179481225,-3.5574884481,37.9076156496,39.2610931874,-1.35347753787,0.514018691589
2,60,validation,weather_condition,Rain,744,True,68.4796882817,74.6438784272,-6.1641901455,46.5088441386,51.5705383134,-5.06169417486,0.569892473118
2,60,validation,actual_congestion,Free-flow,16029,True,36.0057136549,39.210622312,-3.2049086571,25.7112442849,26.4160287751,-0.70478449026,0.478632478632
2,60,validation,actual_congestion,Heavy,2526,True,80.932599995,88.3767037338,-7.4441037388,63.5993158561,69.524024407,-5.92470855081,0.578780680918
2,60,validation,actual_congestion,Moderate,6535,True,69.0736442093,73.9513462998,-4.8777020905,52.5661372268,55.6909546801,-3.12481745328,0.534353481255
2,60,validation,actual_congestion,Severe,1410,True,128.099292784,117.154399802,10.9448929815,104.67851054,92.8978981179,11.7806124219,0.332624113475
3,90,test,overall,all,26500,True,61.2014480977,65.0565453333,-3.8550972356,41.6956081508,43.7584767295,-2.06286857863,0.514679245283
3,90,test,road_id,NL-001,1060,True,58.6961583573,61.9481440323,-3.251985675,40.6538546978,42.3336885961,-1.67983389834,0.511320754717
3,90,test,road_id,NL-002,1060,True,76.0050192734,78.7465616032,-2.7415423298,52.9687540116,54.4794933922,-1.51073938063,0.494339622642
3,90,test,road_id,NL-003,1060,True,57.3871647659,61.7873233162,-4.4001585503,39.7714442091,42.887712106,-3.11626789683,0.566037735849
3,90,test,road_id,NL-004,1060,True,73.0428169579,74.4543049503,-1.4114879924,51.7984119062,52.6089437547,-0.810531848503,0.518867924528
3,90,test,road_id,NL-005,1060,True,69.6918077538,68.1611564614,1.5306512924,49.0287499817,47.0128458246,2.01590415709,0.454716981132
3,90,test,road_id,NL-006,1060,True,77.0225592547,85.0765369539,-8.0539776992,55.1093104236,59.9059166506,-4.79660622697,0.551886792453
3,90,test,road_id,NL-007,1060,True,59.4733457418,64.7328167896,-5.2594710478,40.4428798259,42.8207371602,-2.37785733424,0.522641509434
3,90,test,road_id,NL-008,1060,True,67.1455643378,74.5181124147,-7.3725480769,45.7475714767,51.5206415709,-5.77307009421,0.559433962264
3,90,test,road_id,NL-009,1060,True,51.7573200323,55.3031902411,-3.5458702088,36.3893513755,39.269606626,-2.8802552505,0.538679245283
3,90,test,road_id,NL-010,1060,True,63.8047309329,67.0584396735,-3.2537087406,44.1431174227,47.3554100472,-3.21229262454,0.541509433962
3,90,test,road_id,NL-011,1060,True,49.2102401796,50.5464320991,-1.3361919195,33.7750886941,34.4844914238,-0.709402729697,0.484905660377
3,90,test,road_id,NL-012,1060,True,40.4549472999,44.1290687147,-3.6741214148,29.3214083005,31.0575801611,-1.73617186059,0.502830188679
3,90,test,road_id,NL-013,1060,True,44.3141599709,45.7821307381,-1.4679707672,30.3569945118,30.8121851055,-0.45519059366,0.499056603774
3,90,test,road_id,NL-014,1060,True,72.4792359761,81.2446756579,-8.7654396818,47.2848843529,53.4903229365,-6.20543858363,0.546226415094
3,90,test,road_id,NL-015,1060,True,68.3943998603,77.4681643083,-9.073764448,48.8289642319,52.8400520179,-4.01108778597,0.519811320755
3,90,test,road_id,NL-016,1060,True,69.1137093835,69.877568268,-0.7638588845,48.7918725793,48.5102641097,0.28160846961,0.516037735849
3,90,test,road_id,NL-017,1060,True,47.9190254367,51.2712481597,-3.352222723,33.4638139461,35.549923285,-2.08610933886,0.504716981132
3,90,test,road_id,NL-018,1060,True,46.6158436159,47.7134462775,-1.0976026616,32.3763843875,32.8459615565,-0.469577168991,0.47358490566
3,90,test,road_id,NL-019,1060,True,82.1803058387,91.3140724927,-9.133766654,55.7619556242,61.9252632759,-6.16330765167,0.575471698113
3,90,test,road_id,NL-020,1060,True,46.467620961,50.3521311801,-3.8845102191,33.1029679115,34.7277418322,-1.62477392068,0.497169811321
3,90,test,road_id,NL-021,1060,True,55.7853721151,57.0329477112,-1.2475755961,39.4666933475,39.6796850439,-0.212991696378,0.488679245283
3,90,test,road_id,NL-022,1060,True,51.312154612,53.4935694767,-2.1814148647,35.3262959202,35.8952905837,-0.568994663459,0.490566037736
3,90,test,road_id,NL-023,1060,True,66.5636372592,70.9245628928,-4.3609256336,45.3501293053,47.8177834768,-2.4676541715,0.517924528302
3,90,test,road_id,NL-024,1060,True,57.8222760087,58.6172589927,-0.794982984,38.2255997311,38.4284568623,-0.202857131203,0.489622641509
3,90,test,road_id,NL-025,1060,True,50.7353217174,52.7627024534,-2.027380736,34.9037055961,35.7019208375,-0.798215241404,0.500943396226
3,90,test,origin_hour,0,1100,True,26.0416245222,22.7963094087,3.2453151135,19.916713412,17.4422161134,2.47449729861,0.430909090909
3,90,test,origin_hour,1,1100,True,23.4430512738,21.6195645428,1.823486731,17.9315989026,16.4168785813,1.51472032131,0.447272727273
3,90,test,origin_hour,2,1100,True,23.7403460267,23.4716364543,0.2687095724,18.3255373204,17.3474303475,0.978106972891,0.449090909091
3,90,test,origin_hour,3,1100,True,26.0437849848,27.2141796419,-1.1703946571,20.0356525677,19.8699510216,0.165701546073,0.475454545455
3,90,test,origin_hour,4,1100,True,38.741185488,38.3829208029,0.3582646851,28.4379629409,27.6702321455,0.767730795352,0.45
3,90,test,origin_hour,5,1100,True,61.0825620415,60.4474130252,0.6351490163,45.4679723415,45.1217707144,0.346201627115,0.476363636364
3,90,test,origin_hour,6,1100,True,91.9997769978,97.7272018826,-5.7274248848,69.7750635398,74.0234413658,-4.248377826,0.543636363636
3,90,test,origin_hour,7,1100,True,102.199345759,108.117312752,-5.9179669929,77.8305403957,82.5960834709,-4.76554307521,0.541818181818
3,90,test,origin_hour,8,1100,True,94.6608234891,98.2328838211,-3.572060332,68.6774650662,72.7677218014,-4.09025673516,0.552727272727
3,90,test,origin_hour,9,1100,True,61.3972000589,67.0616521221,-5.6644520632,47.0399672188,51.7422399124,-4.70227269355,0.542727272727
3,90,test,origin_hour,10,1100,True,50.1079031047,57.3281315422,-7.2202284375,37.4703577825,43.5930579512,-6.12270016879,0.584545454545
3,90,test,origin_hour,11,1100,True,48.1866456391,54.9146000726,-6.7279544335,37.3719295483,42.536216801,-5.16428725268,0.608181818182
3,90,test,origin_hour,12,1100,True,50.7600549055,55.2461322807,-4.4860773752,37.3508605514,41.5919266114,-4.24106605995,0.58
3,90,test,origin_hour,13,1100,True,53.8801053506,56.8890053136,-3.008899963,41.1575347445,42.5226947645,-1.36516002007,0.522727272727
3,90,test,origin_hour,14,1100,True,68.4400234714,69.1754007815,-0.7353773101,51.4669589465,51.9252236471,-0.458264700603,0.51
3,90,test,origin_hour,15,1100,True,94.4591704133,97.5507027568,-3.0915323435,69.7608782914,72.2857179981,-2.52483970674,0.528181818182
3,90,test,origin_hour,16,1100,True,94.2681383276,106.846066167,-12.5779278391,72.8295072844,81.618020536,-8.7885132516,0.58
3,90,test,origin_hour,17,1100,True,89.8282182648,103.040966348,-13.2127480836,69.1932018171,79.4290405032,-10.235838686,0.571818181818
3,90,test,origin_hour,18,1100,True,66.9923651466,69.4566174872,-2.4642523406,50.3057628454,51.4960221404,-1.19025929499,0.517272727273
3,90,test,origin_hour,19,1100,True,41.6370400869,44.7605205298,-3.1234804429,30.423608621,33.8573984625,-3.43378984153,0.587272727273
3,90,test,origin_hour,20,1150,True,29.0992525044,29.7383833834,-0.639130879,22.2889119094,22.8567028228,-0.567790913356,0.500869565217
3,90,test,origin_hour,21,1150,True,23.3632152732,23.4028692295,-0.0396539563,18.2030800824,17.545026875,0.658053207459,0.468695652174
3,90,test,origin_hour,22,1100,True,30.9692107682,28.2482477656,2.7209630026,23.1116082248,21.1205235099,1.99108471497,0.458181818182
3,90,test,origin_hour,23,1100,True,37.1968069501,33.4696787912,3.7271281589,28.2718860069,24.9695044903,3.30238151664,0.427272727273
3,90,test,weekday,Friday,3800,True,62.5739720882,66.0319133917,-3.4579413035,43.4045333901,45.1940145291,-1.78948113897,0.510263157895
3,90,test,weekday,Monday,3600,True,73.0383264757,75.4342908179,-2.3959643422,47.9456626078,49.6287552202,-1.6830926124,0.522777777778
3,90,test,weekday,Saturday,4700,True,51.9988700201,55.1429267583,-3.1440567382,35.2677405911,37.4562066655,-2.18846607438,0.524042553191
3,90,test,weekday,Sunday,3600,True,46.6770371009,47.7073619695,-1.0303248686,33.4318636729,32.8607685808,0.571095092185,0.4575
3,90,test,weekday,Thursday,3600,True,70.4453937588,76.8988330041,-6.4534392453,48.7470208917,52.4262167328,-3.67919584114,0.527222222222
3,90,test,weekday,Tuesday,3600,True,59.8558598018,65.1699654272,-5.3141056254,41.5039519744,44.3592909185,-2.85533894409,0.527777777778
3,90,test,weekday,Wednesday,3600,True,62.0498646378,66.7506061726,-4.7007415348,43.4376142801,46.2300259902,-2.79241171011,0.530555555556
3,90,test,weekday_type,weekday,18200,True,65.7614422335,70.1929529304,-4.4315106969,44.990138791,47.5415766545,-2.55143786352,0.523571428571
3,90,test,weekday_type,weekend,8300,True,49.7605501617,52.0484733938,-2.2879232321,34.4714566266,35.4630046046,-0.991547978036,0.495180722892
3,90,test,peak_status,evening_peak,3300,True,69.0186662958,76.2565115403,-7.2378452445,49.9741910945,54.9274870354,-4.95329594085,0.558787878788
3,90,test,peak_status,morning_peak,3300,True,87.891967688,92.8014331172,-4.9094654292,64.5159908936,69.0353483949,-4.51935750131,0.545757575758
3,90,test,peak_status,off_peak,19900,True,54.0084499144,56.9526605494,-2.944210635,36.538493238,37.7146872568,-1.17619401882,0.502211055276
3,90,test,weather_condition,Clear,19908,True,60.7305021755,64.4897147997,-3.7592126242,41.106258554,42.9576757273,-1.85141717338,0.510849909584
3,90,test,weather_condition,Cloudy,4312,True,60.3430949166,63.9223431523,-3.5792482357,41.6074617287,44.052033234,-2.44457150527,0.520176252319
3,90,test,weather_condition,Fog,166,True,90.5763625497,102.231559461,-11.6551969116,66.4898226647,74.8409968588,-8.35117419411,0.584337349398
3,90,test,weather_condition,Overcast,946,True,59.7839672351,64.2755261689,-4.4915589338,42.1682699324,44.2600001721,-2.09173023972,0.522198731501
3,90,test,weather_condition,Rain,1168,True,67.9321369485,72.2631730491,-4.3310361006,48.1595477845,51.5002500039,-3.34070221938,0.543664383562
3,90,test,actual_congestion,Free-flow,16098,True,40.4586677429,41.2661513845,-0.8074836416,27.5386110065,27.9752282127,-0.436617206197,0.495216797118
3,90,test,actual_congestion,Heavy,2536,True,83.8321405494,88.232322451,-4.4001819016,65.9566629471,68.3998909972,-2.44322805015,0.531940063091
3,90,test,actual_congestion,Moderate,6331,True,72.014656551,77.490285338,-5.475628787,54.4592896079,58.7130578013,-4.25376819331,0.542094455852
3,90,test,actual_congestion,Severe,1535,True,120.401449345,132.590144164,-12.1886948191,97.4392158131,106.892454107,-9.45323829405,0.577198697068
3,90,validation,overall,all,26500,True,59.0321533051,66.0513652162,-7.0192119111,40.5291193961,44.5344797031,-4.00536030701,0.524830188679
3,90,validation,road_id,NL-001,1060,True,59.5466248701,65.8928018887,-6.3461770186,39.9249947974,43.5916689256,-3.66667412819,0.535849056604
3,90,validation,road_id,NL-002,1060,True,72.9064204226,81.2117543581,-8.3053339355,52.0298996946,55.752604425,-3.72270473043,0.52358490566
3,90,validation,road_id,NL-003,1060,True,55.6907550658,60.8236706526,-5.1329155868,38.2916569836,42.8391012941,-4.5474443105,0.571698113208
3,90,validation,road_id,NL-004,1060,True,71.4798868732,78.4708044321,-6.9909175589,50.7377136086,55.1161404964,-4.37842688776,0.510377358491
3,90,validation,road_id,NL-005,1060,True,68.3744005214,74.0205585001,-5.6461579787,48.5220457381,50.2679582054,-1.7459124673,0.479245283019
3,90,validation,road_id,NL-006,1060,True,76.4758472932,88.3331745248,-11.8573272316,53.2191724715,62.8991851624,-9.6800126909,0.608490566038
3,90,validation,road_id,NL-007,1060,True,56.8901985532,66.4358111811,-9.5456126279,38.9006661928,43.0157521407,-4.11508594794,0.501886792453
3,90,validation,road_id,NL-008,1060,True,63.4444858693,70.6540224199,-7.2095365506,43.9318262852,49.4994684254,-5.56764214028,0.556603773585
3,90,validation,road_id,NL-009,1060,True,49.4308474442,55.7423246786,-6.3114772344,35.0694353453,38.7545646622,-3.68512931692,0.537735849057
3,90,validation,road_id,NL-010,1060,True,63.235904551,73.187452268,-9.951547717,43.0848547936,50.2177332357,-7.13287844212,0.57641509434
3,90,validation,road_id,NL-011,1060,True,49.6674224297,54.1687371253,-4.5013146956,34.9992626214,36.8678392642,-1.86857664284,0.497169811321
3,90,validation,road_id,NL-012,1060,True,39.9700350969,48.5618001748,-8.5917650779,28.1129715567,32.9357314152,-4.82275985846,0.543396226415
3,90,validation,road_id,NL-013,1060,True,43.3344196022,47.8620466371,-4.5276270349,30.842784002,33.4014611269,-2.55867712483,0.509433962264
3,90,validation,road_id,NL-014,1060,True,65.1394484383,73.7910171084,-8.6515686701,44.7165933205,50.0277920948,-5.31119877427,0.537735849057
3,90,validation,road_id,NL-015,1060,True,64.8981339509,75.5541741765,-10.6560402256,47.164560586,51.8221760531,-4.65761546715,0.491509433962
3,90,validation,road_id,NL-016,1060,True,66.2749921737,73.7835735608,-7.5085813871,45.9880913927,50.7496089712,-4.7615175785,0.543396226415
3,90,validation,road_id,NL-017,1060,True,48.1680499775,53.0828150806,-4.9147651031,34.2695458329,37.6436737544,-3.37412792151,0.529245283019
3,90,validation,road_id,NL-018,1060,True,43.093744255,45.2217694442,-2.1280251892,30.2503883561,31.0241591364,-0.773770780323,0.471698113208
3,90,validation,road_id,NL-019,1060,True,80.5884594342,90.3299083949,-9.7414489607,56.0760780328,62.7430656787,-6.66698764593,0.535849056604
3,90,validation,road_id,NL-020,1060,True,42.6725894416,49.3168635246,-6.644274083,31.0030372568,34.4738455056,-3.47080824878,0.495283018868
3,90,validation,road_id,NL-021,1060,True,52.8999691164,58.3034549379,-5.4034858215,36.8829186724,38.5016122561,-1.61869358379,0.511320754717
3,90,validation,road_id,NL-022,1060,True,51.0678753954,53.8057713633,-2.7378959679,35.1962898026,37.1976234226,-2.00133361993,0.497169811321
3,90,validation,road_id,NL-023,1060,True,62.7427227868,70.1406631193,-7.3979403325,44.1816297143,47.6606040624,-3.47897434814,0.515094339623
3,90,validation,road_id,NL-024,1060,True,51.7991247064,55.5382739919,-3.7391492855,35.4354590978,37.9235816201,-2.48812252226,0.51320754717
3,90,validation,road_id,NL-025,1060,True,50.1194974033,56.4820276751,-6.3625302718,34.3961087479,38.435041244,-4.03893249612,0.527358490566
3,90,validation,origin_hour,0,1100,True,24.1597196604,22.1453434961,2.0143761643,18.4685692308,17.2578192498,1.21074998099,0.485454545455
3,90,validation,origin_hour,1,1100,True,23.5740362907,22.1355698229,1.4384664678,18.055684631,16.6029179752,1.45276665582,0.458181818182
3,90,validation,origin_hour,2,1100,True,24.6328945891,23.2054785564,1.4274160327,18.964010246,17.2693240506,1.6946861954,0.45
3,90,validation,origin_hour,3,1100,True,24.8136285984,24.5674003444,0.246228254,19.3117818126,18.786310534,0.52547127853,0.483636363636
3,90,validation,origin_hour,4,1125,True,35.2087012455,34.9531674871,0.2555337584,26.1964271284,25.6416413839,0.554785744538,0.459555555556
3,90,validation,origin_hour,5,1150,True,61.1820014921,63.2167782309,-2.0347767388,46.1920085607,48.795307766,-2.60329920532,0.520869565217
3,90,validation,origin_hour,6,1125,True,93.3911594529,96.1647459713,-2.7735865184,70.8386487786,74.3000470667,-3.46139828803,0.520888888889
3,90,validation,origin_hour,7,1100,True,100.813266872,111.568833284,-10.7555664125,75.7775922358,84.8176158303,-9.04002359452,0.58
3,90,validation,origin_hour,8,1100,True,81.4162941439,103.829944944,-22.4136508002,61.9902720485,76.7741759373,-14.7839038888,0.583636363636
3,90,validation,origin_hour,9,1100,True,59.8355955103,70.2558283652,-10.4202328549,44.4751745423,51.9107498177,-7.43557527541,0.552727272727
3,90,validation,origin_hour,10,1100,True,49.5591733033,57.3188005165,-7.7596272132,38.1708172281,43.8508321829,-5.68001495474,0.551818181818
3,90,validation,origin_hour,11,1100,True,45.3955804673,51.8060485142,-6.4104680469,33.7126708493,39.407366356,-5.69469550671,0.592727272727
3,90,validation,origin_hour,12,1100,True,47.4932494753,51.8328208915,-4.3395714162,36.1209901988,39.183216199,-3.06222600022,0.544545454545
