horizon_windows,horizon_minutes,split,dimension,slice_value,rows,sufficient_support,deep_rmse,classical_rmse,rmse_delta_deep_minus_classical,deep_mae,classical_mae,mean_absolute_error_delta,deep_row_win_rate
1,30,test,weekday,Thursday,3600,True,69.537253872,75.9916885756,-6.4544347036,47.8707732245,51.2816257138,-3.41085248926,0.510277777778
1,30,test,weekday,Tuesday,3600,True,60.0677408999,61.5841987978,-1.5164578979,41.4104592532,42.0397503059,-0.629291052739,0.494722222222
1,30,test,weekday,Wednesday,3600,True,60.3185602799,62.2534115879,-1.934851308,41.9355497414,42.9589032737,-1.02335353224,0.499444444444
1,30,test,weekday_type,weekday,18200,True,64.9746217497,68.1313113945,-3.1566896448,44.2540710673,45.5627776786,-1.30870661125,0.498461538462
1,30,test,weekday_type,weekend,8300,True,47.8760382201,50.8762994976,-3.0002612775,32.4113541992,33.9323026386,-1.52094843938,0.508072289157
1,30,test,peak_status,evening_peak,3300,True,83.3958123593,89.215206265,-5.8193939057,63.0837562337,67.1996064896,-4.11585025586,0.534848484848
1,30,test,peak_status,morning_peak,3300,True,95.3507771647,100.037797488,-4.6870203233,71.1509680646,74.6667606488,-3.51579258429,0.524242424242
1,30,test,peak_status,off_peak,19900,True,46.4334154689,48.4301402728,-1.9967248039,31.7318463866,32.2975705575,-0.565724170807,0.49216080402
1,30,test,weather_condition,Clear,19908,True,60.3355038602,63.1614606233,-2.8259567631,40.26371938,41.349209428,-1.08549004799,0.495228049026
1,30,test,weather_condition,Cloudy,4312,True,58.5819459343,62.016819802,-3.4348738677,40.3461054559,42.3729558974,-2.02685044152,0.513218923933
1,30,test,weather_condition,Fog,166,True,81.04728402,89.9872819912,-8.9399979712,57.60774478,59.2907033316,-1.68295855162,0.512048192771
1,30,test,weather_condition,Overcast,946,True,59.0128550633,61.5697389085,-2.5568838452,41.4047362191,43.2453817084,-1.84064548934,0.529598308668
1,30,test,weather_condition,Rain,1168,True,59.9943154611,65.6291174122,-5.6348019511,42.9486601364,46.4349577732,-3.48629763688,0.540239726027
1,30,test,actual_congestion,Free-flow,16097,True,38.1822084186,39.749012846,-1.5668044274,25.8626985108,26.3276409214,-0.464942410556,0.49058830838
1,30,test,actual_congestion,Heavy,2536,True,82.2397571855,93.4041494916,-11.1643923061,64.3220342846,71.8684329007,-7.5463986161,0.575315457413
1,30,test,actual_congestion,Moderate,6332,True,70.8779668346,74.8360632749,-3.9580964403,53.9528918515,56.1094183055,-2.15652645397,0.517687934302
1,30,test,actual_congestion,Severe,1535,True,123.547202658,122.264086846,1.2831158127,99.9192737461,97.4211382359,2.49813551017,0.42671009772
1,30,validation,overall,all,26500,True,58.1037429723,61.2704150728,-3.1666721005,39.737911818,41.3271007248,-1.58918890687,0.506226415094
1,30,validation,road_id,NL-001,1060,True,58.2329029155,62.1910291535,-3.958126238,39.227665222,40.7364601111,-1.50879488907,0.501886792453
1,30,validation,road_id,NL-002,1060,True,71.5820680905,75.1260318913,-3.5439638008,50.5365905195,52.5575738584,-2.02098333886,0.525471698113
1,30,validation,road_id,NL-003,1060,True,54.7660030272,57.7793424693,-3.0133394421,37.7099865001,40.3083670919,-2.59838059177,0.539622641509
